,,addr:city,addr:housenumber,addr:interpolation,addr:postcode,addr:street,source,geometry,amenity,indoor,operator,operator:wikidata,postal_code,ref,addr:full,building,leisure,name,sport,wheelchair,access,building:levels,roof:levels,brand,brand:wikidata,toilets:wheelchair,note,opening_hours,website,addr:housename,historic,addr:country,bunker_type,military,source:name,source:addr:postcode,covered,tourism,locked,nodes,ref:university_of_cambridge,charge,fee,length,lit,location,swimming_pool,network,noaddress,wikidata,wikimedia_commons,occupier,alt_ref,source:ref,old_name,twitter,brand:wikipedia,fhrs:authority,fhrs:id,fhrs:local_authority_id,stars,comedy,note:phone,phone,wikipedia,denomination,ref:dove,religion,roof:shape,contact:website,official_name,shop,check_date,description,source:occupier,landuse,railway,railway:ref,railway:signal_box,roof:orientation,alt_name,floor:material,food,internet_access,outdoor_seating,real_ale,website:menu,wheelchair:description,air_conditioning,payment:cash,old_old_name,start_date,source:operator,ref:edubase,url,email,house,beer_garden,internet_access:fee,old_fhrs:id,source:addr:housenumber,source:wifi,building:levels:underground,social_facility,social_facility:for,office,source:addr,healthcare,disused:shop,disused:amenity,takeaway,cuisine,source:fhrs:id,male,reg_charity_no,service_times:url,unisex,cyclestreets_id,abandoned,check_date:opening_hours,opening_hours:signed,origin,abandoned:shop,check_date:currency:XBT,contact:facebook,currency:XBT,payment:lightning,payment:lightning_contactless,payment:onchain,service:bicycle:pump,diet:halal,dispensing,beauty,tailor:alteration_service,diet:vegan,diet:vegetarian,organic,charity,service:bicycle:repair,service:bicycle:retail,bicycle_parking,capacity,operator:type,amenity_1,ref_1,max_age,min_age,school:boarding,school:type,contact:instagram,music,note:real_ale,ref:GB:uprn,school:trust,nohousenumber,indoor_seating,accommodation,description:floor,smoking,power,substation,builder,overall_site,gas_insulated,layer,HE_ref,listed_status,building:flats,fixme,roof:direction,ways,type,latitude,longitude,osm_house_range
way,137151169,,,,,,bing,"POLYGON ((0.126788 52.2002506, 0.1269314 52.2002968, 0.1269543 52.200272, 0.1268081 52.200226, 0.126788 52.2002506))",,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,"[1504385588, 1504385407, 1504385580, 1504385267, 1504385588]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.20026145369167,0.1268708929404459,nan
way,137151170,,91,,CB2 1AW,Regent Street,bing,"POLYGON ((0.1271246 52.2001126, 0.12715 52.2000914, 0.1271005 52.2000633, 0.1271258 52.2000437, 0.1270896 52.2000264, 0.1271461 52.1999671, 0.1269892 52.1998997, 0.1269449 52.1999367, 0.1268993 52.1999186, 0.126835 52.1999836, 0.126898 52.2000008, 0.1271246 52.2001126))",,,,,,,,yes,,,,,,2,1,,,,,,,,,,,,,,,,,"[1504385481, 1504385274, 1504385393, 1504385260, 1504385345, 1504385351, 1504385497, 1504385432, 1504385543, 1504385363, 1504385284, 1504385481]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.19999219261212,0.12701078509528954,91
way,137151171,,,,,,,"POLYGON ((0.1266056 52.2002523, 0.1267544 52.2003059, 0.1268175 52.2003304, 0.1268563 52.2002936, 0.1268147 52.2002755, 0.1268348 52.2002582, 0.1267772 52.2002369, 0.1268068 52.2001924, 0.1268563 52.2002073, 0.1268844 52.2001744, 0.126839 52.2001562, 0.1268563 52.2001382, 0.126733 52.2001011, 0.1266551 52.2001936, 0.1266056 52.2002523))",,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,"[1504385501, 1504385477, 1504385305, 1504385530, 1504385500, 1504385547, 1504385428, 1504385326, 1504385308, 1504385416, 1504385388, 1504385518, 1504385272, 12046569956, 1504385501]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.200213734905496,0.12674967442329735,nan
way,137151173,Cambridge,89,,CB2 1AW,Regent Street,bing,"POLYGON ((0.1270227 52.2001734, 0.1270454 52.2001596, 0.1270643 52.2001702, 0.1271245 52.2001267, 0.1269502 52.2000273, 0.1268497 52.1999893, 0.1267557 52.2001021, 0.1269154 52.2001529, 0.1269355 52.200134, 0.1270227 52.2001734))",college,,,,,,,yes,,Cardiff Sixth Form College,,,,3,1,,,,,,,Christine Williams House,,,,,,,,,,"[1504385330, 1504385569, 1504385567, 1504385595, 1504385387, 1504385426, 1504385437, 1504385574, 1504385462, 1504385330]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.20008994982165,0.12693067250104223,89
way,137151174,,,,,,,"POLYGON ((0.1253911 52.2015631, 0.1253504 52.2016102, 0.1253389 52.2016234, 0.1252694 52.2017032, 0.1251935 52.2017902, 0.1251935 52.2018107, 0.125227 52.201828, 0.1252579 52.2018157, 0.1253496 52.2017324, 0.1254314 52.2016581, 0.1254905 52.2016044, 0.1253911 52.2015631))",,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,"[1504385356, 1504385344, 12046585472, 12046585470, 1504385289, 1504385598, 1504385313, 1504385358, 12046585471, 12046585473, 9562146257, 1504385356]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.20169074718166,0.12533591605892525,nan
way,137151175,,,,,Regent Terrace,bing,"POLYGON ((0.1267826 52.2005075, 0.1268946 52.2005667, 0.1269569 52.2005303, 0.1270971 52.2004315, 0.1269186 52.2003655, 0.1267826 52.2005075))",,,,,,,,yes,,,,,,3,,,,,,,,Hobbs House,,,,,,,,,,"[1504385557, 1504385278, 1504385279, 1504385347, 1504385360, 1504385557]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.20046520019851,0.12693013745208317,nan
way,137151176,,,,,,,"POLYGON ((0.1259493 52.2009544, 0.1261837 52.2010432, 0.1262792 52.2009592, 0.1260337 52.2008586, 0.1259493 52.2009544))",,,,,,,,yes,,,,,,3,1,,,,,,,,,,,,,,,,,"[1504385294, 1504385473, 1504385374, 1504385362, 1504385294]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.20095287037637,0.12611080496454408,nan
way,138142282,,,,,,,"POLYGON ((0.1260399 52.1946023, 0.1259324 52.1945955, 0.1259093 52.1947084, 0.1260951 52.1947263, 0.126132 52.1946107, 0.1261173 52.1946085, 0.1261254 52.1945704, 0.126048 52.1945642, 0.1260399 52.1946023))",,,University of Cambridge,,,L062,,yes,,Alpine Glasshouse,,,,,,,,,,,,,,,,,,,,,,"[1514361374, 1514361372, 1514361380, 1514361385, 1514361376, 1514361375, 1514361370, 1514361368, 1514361374]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,greenhouse_horticulture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.194650695432095,0.1260256711892928,nan
way,138142283,,,,,,,"POLYGON ((0.126281 52.1947437, 0.1263229 52.1945384, 0.1262071 52.1945283, 0.1261678 52.1947347, 0.126281 52.1947437))",,,University of Cambridge,,,L034,,residential,,Botanic Garden Cottage,,,,,,,,,,,,,,,,,,,,,,"[1514361414, 1514361369, 1514361367, 1514361413, 1514361414]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.19463585644054,0.1262447416169416,nan
way,138142284,,,,,,,"POLYGON ((0.122972 52.1943474, 0.1229952 52.194353, 0.1230038 52.1943395, 0.1229806 52.1943339, 0.122972 52.1943474))",,,University of Cambridge,,,L038,,yes,,Hut 1,,,,,,,,,,,,,,,,,,,,,,"[1514361364, 1514361365, 1514361363, 1514361362, 1514361364]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.19434345,0.12298789999999997,nan
way,138142286,,,,,,,"POLYGON ((0.1226576 52.194939, 0.1226601 52.1949232, 0.122747 52.1949284, 0.1227444 52.1949442, 0.1226576 52.194939))",toilets,,University of Cambridge,,,L100,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,"[1348744299, 1514361481, 1514361484, 1514361487, 1348744299]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.194933698661124,0.12270227795870053,nan
way,138142289,Cambridge,,,,,,"POLYGON ((0.1268063 52.1948077, 0.1268381 52.1946598, 0.1267836 52.1946554, 0.1267518 52.1948033, 0.1268063 52.1948077))",,,University of Cambridge,,,L092.4,,yes,,New Pit Glasshouses,,,,,,,,,,,,,,GB,,,,,,,,"[1514361427, 1514361394, 1514361393, 1514361426, 1514361427]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,greenhouse_horticulture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.19473154999999,0.12679495000000016,nan
way,138142290,Cambridge,,,,,,"POLYGON ((0.1270514 52.1948261, 0.1270813 52.1946839, 0.1269934 52.1946769, 0.1269635 52.1948191, 0.1270514 52.1948261))",,,University of Cambridge,,,L092.6,,yes,,New Pit Glasshouses,,,,,,,,,,,,,,GB,,,,,,,,"[1514361435, 1514361403, 1514361399, 1514361430, 1514361435]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,greenhouse_horticulture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.19475149999999,0.1270224,nan
way,138142291,Cambridge,,,,,,"POLYGON ((0.1265893 52.1947836, 0.1266192 52.1946426, 0.1265757 52.1946391, 0.1265458 52.1947802, 0.1265893 52.1947836))",,,University of Cambridge,,,L092.1,,yes,,New Pit Glasshouses,,,,,,,,,,,,,,GB,,,,,,,,"[1514361417, 1514361382, 1514361381, 1514361416, 1514361417]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,greenhouse_horticulture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.194711369166285,0.12658249866663038,nan
way,138142292,Cambridge,,,,,,"POLYGON ((0.1266604 52.1947894, 0.1266903 52.1946483, 0.1266399 52.1946443, 0.12661 52.1947854, 0.1266604 52.1947894))",,,University of Cambridge,,,L092.2,,yes,,New Pit Glasshouses,,,,,,,,,,,,,,GB,,,,,,,,"[1514361420, 1514361386, 1514361383, 1514361418, 1514361420]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,greenhouse_horticulture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.19471685,0.12665015000000002,nan
way,138142293,Cambridge,,,,,,"POLYGON ((0.1267334 52.1947997, 0.1267633 52.1946529, 0.1267142 52.1946492, 0.1266843 52.1947959, 0.1267334 52.1947997))",,,University of Cambridge,,,L092.3,,yes,,New Pit Glasshouses,,,,,,,,,,,,,,GB,,,,,,,,"[1514361423, 1514361391, 1514361387, 1514361421, 1514361423]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,greenhouse_horticulture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.194724430206605,0.126723801727354,nan
way,138142294,Cambridge,,,,,,"POLYGON ((0.1269391 52.19481, 0.1269672 52.1946701, 0.1268755 52.1946632, 0.1268475 52.1948031, 0.1269391 52.19481))",,,University of Cambridge,,,L092.5,,yes,,New Pit Glasshouses,,,,,,,,,,,,,,GB,,,,,,,,"[1514361428, 1514361397, 1514361395, 1514361425, 1514361428]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,greenhouse_horticulture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.19473658749914,0.12690732791743273,nan
way,138142295,Cambridge,,,,,,"POLYGON ((0.1272029 52.19481, 0.1272309 52.1946988, 0.1271119 52.1946875, 0.1270838 52.1947987, 0.1272029 52.19481))",,,University of Cambridge,,,L097,,yes,,Polytunnel,,,,,,,,,,,,,,GB,,,,,,,,"[1514361429, 1514361406, 1514361405, 1514361422, 1514361429]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,greenhouse_horticulture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.19474875752333,0.12715737225542975,nan
way,138142296,,,,,,,"POLYGON ((0.1283189 52.1941604, 0.1282444 52.1944771, 0.1281476 52.1944678, 0.1279742 52.1944512, 0.1279542 52.1944493, 0.1276621 52.1944213, 0.1276236 52.1944176, 0.1275548 52.1947195, 0.1278641 52.1947455, 0.1282712 52.1947798, 0.1286305 52.1948099, 0.1287974 52.1941257, 0.1288001 52.1941152, 0.1286043 52.1940976, 0.1286093 52.194079, 0.1286108 52.1940733, 0.1286142 52.1940594, 0.1283993 52.1940412, 0.1283452 52.1940368, 0.1283423 52.1940513, 0.1283189 52.1941604))",,,University of Cambridge,,,L064.1,,university,,Sainsbury Laboratory,,,,,,,,,,,,,,,,,,,,,,"[1514361360, 1514361396, 1547135373, 1547135370, 1547135368, 1547135335, 1514361378, 1514361419, 1547135517, 1547135539, 1514361404, 1547135217, 1514361361, 1547135204, 1547135185, 1547135179, 1514361358, 1547135161, 1547135160, 1547135162, 1514361360]",,,,,,,,,,Q7400529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.194490065432156,0.1282743835669906,nan
way,138142297,,,,,,,"POLYGON ((0.128709 52.1938872, 0.1286988 52.1939326, 0.1287876 52.19394, 0.1287894 52.1939307, 0.1287921 52.1939164, 0.1287964 52.1938934, 0.1288092 52.1938389, 0.1288144 52.1938166, 0.1288236 52.1937775, 0.1288316 52.1937436, 0.1286531 52.1937286, 0.1286195 52.1938797, 0.128709 52.1938872))",,,University of Cambridge,,,L079,,university,,Cory Lodge,,,,,,,,,,,,,,,,,,,,,,"[1343919536, 1343919441, 1343919535, 1547135104, 1547135089, 1343919456, 1547134994, 1547135020, 1547134989, 1343919505, 1343919500, 1343919497, 1343919536]",,,,,,,,,,Q26419244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.193824713909265,0.1287280557475341,nan
way,138142298,,,,,,,"POLYGON ((0.1254466 52.1947277, 0.1254504 52.1947159, 0.125461 52.1947159, 0.1254725 52.1946496, 0.125437 52.1946461, 0.1254476 52.1946015, 0.1253192 52.1945897, 0.1253049 52.1946537, 0.1252704 52.194652, 0.1252579 52.1947218, 0.125302 52.1947248, 0.1253106 52.1946778, 0.1253556 52.1946819, 0.1253451 52.1947189, 0.1254466 52.1947277))",,,University of Cambridge,,,L076,,residential,,Superintendent's House,,,,,,,,,,,,,,,,,,,,,,"[1514361412, 1514361407, 1514361408, 1514361389, 1514361384, 1514361373, 1514361371, 1514361392, 1514361390, 1514361410, 1514361411, 1514361401, 1514361402, 1514361409, 1514361412]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.194662317496785,0.12537291458883812,nan
way,138142299,,,,,,,"POLYGON ((0.1228147 52.1948732, 0.1228283 52.1948765, 0.122849 52.1948746, 0.1228606 52.1948688, 0.1228663 52.194862, 0.1228671 52.1948518, 0.1228615 52.194844, 0.1228482 52.1948372, 0.1228341 52.1948353, 0.1228125 52.1948399, 0.1228013 52.1948504, 0.1228014 52.1948618, 0.1228065 52.1948682, 0.1228147 52.1948732))",,,University of Cambridge,,,L099,,university,,Ticket Office,,yes,,,,,,,,,,,,,,,,,,,,"[1514361453, 1514361455, 1514361452, 1547135768, 1514361446, 1514361441, 1514361437, 1514361434, 1514361432, 1514361433, 1514361439, 1514361451, 1514361450, 1514361453]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.19485612559107,0.12283401621272923,nan
way,138142310,,,,,,,"POLYGON ((0.1236037 52.1948742, 0.1236079 52.1948446, 0.1236131 52.1948097, 0.1234523 52.1948007, 0.1234479 52.1948298, 0.1234425 52.1948653, 0.1235135 52.1948694, 0.1236037 52.1948742))",,,University of Cambridge,,,L061.2,,university,,classroom,,,,,,,,,,,,,,,,,,,,,,"[1514361469, 1547135699, 1514361444, 1514361443, 1547135639, 1547135788, 1514361467, 1514361469]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.194837529210474,0.12352783735487867,nan
way,138142312,,,,,,,"POLYGON ((0.1234629 52.1949422, 0.1234969 52.1949462, 0.1235135 52.1948694, 0.1236037 52.1948742, 0.1235729 52.1949876, 0.1234594 52.1949828, 0.1234629 52.1949422))",,,University of Cambridge,,,L098,,university,,,,,,,,,,,,,,,,,,,,,,,,"[1514361491, 1514361493, 1514361467, 1514361469, 1514361504, 1514361503, 1514361491]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.194932031315666,0.12353726649396816,nan
way,138142314,Cambridge,1,,CB2 1JE,Bateman Street,,"POLYGON ((0.1231627 52.1948689, 0.1231265 52.1948729, 0.1229994 52.1948687, 0.122993 52.194887, 0.1229994 52.1949187, 0.1229672 52.1949211, 0.1229618 52.1949488, 0.1233246 52.1949634, 0.1233351 52.1948852, 0.1232509 52.1948795, 0.1232401 52.1948583, 0.1232086 52.1948502, 0.1231817 52.1948514, 0.1231627 52.1948689))",,,University of Cambridge,,,L061.1,,university,,1 Brookside,,,,,,,,,,,,,,,,,,,,,,"[1514361461, 1547135686, 1514361456, 1547135775, 1514361472, 1514361479, 1514361489, 1514361501, 1547135759, 1514361463, 1514361449, 1514361440, 1514361445, 1514361461]",,,,,,,,,,Q26616701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.19491329434091,0.12315916092502803,1
way,138147867,Cambridge,2,,CB2 7EB,Chaucer Road,,"POLYGON ((0.1224792 52.1919851, 0.1225776 52.1919446, 0.1225918 52.1919565, 0.1226404 52.1919378, 0.12268 52.1919782, 0.1227915 52.1919366, 0.1227783 52.1919241, 0.1229132 52.1918713, 0.122827 52.1917917, 0.1227865 52.1918073, 0.1227652 52.1917874, 0.1227256 52.1917843, 0.122607 52.1918272, 0.1225857 52.1918079, 0.1225522 52.1918203, 0.1225745 52.1918377, 0.1225613 52.1918446, 0.1225441 52.1918415, 0.1225177 52.191852, 0.1225127 52.1918651, 0.1225015 52.1918713, 0.1224873 52.1918576, 0.1224001 52.1918893, 0.1224082 52.1918968, 0.122394 52.1919024, 0.1224792 52.1919851))",,,University of Cambridge,,,L049,,university,,Cambridge University Air Squadron,,,,,,,,,,,,Woodlands,,,,,,,,,,"[1514425709, 1514425702, 1514425704, 1514425700, 1514425708, 1514425698, 1514425694, 1514425685, 1514425660, 1514425661, 1514425659, 1514425658, 1514425672, 1514425663, 1514425665, 1514425673, 1514425675, 1514425674, 1514425677, 1514425681, 1514425683, 1514425679, 1514425690, 1514425691, 1514425692, 1514425709]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.19188368201635,0.12265629003220284,2
way,138147879,,,,,,,"POLYGON ((0.1223952 52.1921556, 0.122462 52.1921323, 0.1223735 52.1920366, 0.1223067 52.1920598, 0.1223952 52.1921556))",,,University of Cambridge,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,"[1514425720, 1514425718, 1514425712, 1514425716, 1514425720]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.19209608488418,0.12238435332201686,nan
way,138151993,,,,,,,"POLYGON ((0.1241139 52.1908917, 0.1241702 52.1908729, 0.1241958 52.1908964, 0.1242944 52.1908595, 0.1242496 52.1908211, 0.1242266 52.1908297, 0.1242074 52.1908069, 0.1242483 52.1907912, 0.1241561 52.1906994, 0.1242458 52.1905078, 0.1241945 52.1905008, 0.1241881 52.1905133, 0.1240332 52.1904961, 0.1240154 52.1905259, 0.1239769 52.1905204, 0.1239722 52.190532, 0.1239679 52.1905424, 0.1240076 52.1905487, 0.1239843 52.1906211, 0.1239384 52.1906139, 0.1239313 52.1906356, 0.1239269 52.1906491, 0.1239756 52.1906554, 0.1239538 52.1907229, 0.1240012 52.1907622, 0.1239807 52.19077, 0.1239948 52.190781, 0.1239679 52.1908077, 0.1239773 52.190815, 0.1239871 52.1908226, 0.1240294 52.1908046, 0.1240924 52.1908696, 0.1241139 52.1908917))",,,,,,,,residential,,Metropolitan Housing Trust,,,,,,,,,,,,,,,,,,,,,,"[1514456528, 1514456524, 1514456530, 1514456522, 1514456505, 1514456517, 1514456497, 1514456488, 1514456464, 1514456414, 1514456412, 1514456422, 1514456408, 1514456428, 1514456424, 1826310003, 1514456432, 1514456434, 1514456444, 1514456442, 1826309997, 1514456452, 1514456454, 1514456470, 1514456472, 1514456473, 1514456474, 1514456499, 1826309982, 1514456515, 1514456494, 1826310061, 1514456528]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.190689906209045,0.12410246243925444,nan
way,138151998,,,,,,,"POLYGON ((0.1240732 52.191022, 0.1241078 52.1910251, 0.124127 52.1909764, 0.1241731 52.1909827, 0.1241859 52.1909592, 0.1243613 52.1909811, 0.1248557 52.1907974, 0.1249299 52.1906216, 0.1252693 52.1904976, 0.1253615 52.190602, 0.1252488 52.1906451, 0.1252488 52.1906742, 0.1252272 52.1906808, 0.1252129 52.1906852, 0.125195 52.1906663, 0.1250913 52.1907024, 0.1250721 52.1907637, 0.1251207 52.1907715, 0.1251142 52.190783, 0.1251092 52.1907919, 0.1250644 52.1907967, 0.1250554 52.1908241, 0.1250349 52.1908226, 0.1250221 52.1908665, 0.1249517 52.1908932, 0.1249607 52.1909042, 0.1249261 52.1909191, 0.1249274 52.1909505, 0.1249127 52.1909567, 0.124903 52.1909607, 0.1248761 52.1909333, 0.124719 52.1909916, 0.1247426 52.1910128, 0.1247291 52.1910185, 0.1247212 52.1910218, 0.1246984 52.1909992, 0.1245483 52.1910549, 0.1245752 52.1910824, 0.1245556 52.1910904, 0.1245483 52.1910934, 0.1245061 52.1910761, 0.1244625 52.1910926, 0.1244523 52.1910808, 0.124401 52.1911013, 0.1243127 52.1910879, 0.1243063 52.191102, 0.1242755 52.1910973, 0.1242384 52.1911232, 0.1242199 52.1911212, 0.1242026 52.1911193, 0.1242141 52.1910848, 0.1240981 52.191071, 0.1240553 52.1910659, 0.1240732 52.191022))",,,,,,,,residential,,Metropolitan Housing Trust,,,,,,,,,,,,,,,,,,,,,,"[1514456560, 1514456561, 1514456547, 1514456559, 1514456543, 1514456549, 1514456504, 1514456450, 1514456423, 1514456448, 1514456456, 1514456462, 1826310053, 1514456466, 1514456460, 1514456468, 1514456485, 1514456491, 1826310036, 1514456501, 1514456503, 1514456521, 1514456519, 1514456526, 1514456536, 1514456537, 1514456538, 1514456541, 1826310033, 1514456545, 1514456539, 1826310048, 1826310050, 1826310058, 1826310049, 1826310047, 1514456562, 1514456566, 1826310051, 1514456583, 1514456564, 1514456579, 1514456565, 1514456587, 1514456576, 1514456590, 1514456586, 1514456594, 1826310028, 1514456592, 1514456567, 1826310023, 1514456563, 1514456560]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.190850459709814,0.124758640573041,nan
