,,addr:city,addr:housenumber,addr:interpolation,addr:postcode,addr:street,source,geometry,amenity,indoor,operator,operator:wikidata,postal_code,ref,addr:full,building,leisure,name,sport,wheelchair,access,building:levels,roof:levels,brand,brand:wikidata,toilets:wheelchair,note,opening_hours,website,addr:housename,historic,addr:country,bunker_type,military,source:name,source:addr:postcode,covered,tourism,locked,nodes,ref:university_of_cambridge,charge,fee,length,lit,location,swimming_pool,network,noaddress,wikidata,wikimedia_commons,occupier,alt_ref,source:ref,old_name,twitter,brand:wikipedia,fhrs:authority,fhrs:id,fhrs:local_authority_id,stars,comedy,note:phone,phone,wikipedia,denomination,ref:dove,religion,roof:shape,contact:website,official_name,shop,check_date,description,source:occupier,landuse,railway,railway:ref,railway:signal_box,roof:orientation,alt_name,floor:material,food,internet_access,outdoor_seating,real_ale,website:menu,wheelchair:description,air_conditioning,payment:cash,old_old_name,start_date,source:operator,ref:edubase,url,email,house,beer_garden,internet_access:fee,old_fhrs:id,source:addr:housenumber,source:wifi,building:levels:underground,social_facility,social_facility:for,office,source:addr,healthcare,disused:shop,disused:amenity,takeaway,cuisine,source:fhrs:id,male,reg_charity_no,service_times:url,unisex,cyclestreets_id,abandoned,check_date:opening_hours,opening_hours:signed,origin,abandoned:shop,check_date:currency:XBT,contact:facebook,currency:XBT,payment:lightning,payment:lightning_contactless,payment:onchain,service:bicycle:pump,diet:halal,dispensing,beauty,tailor:alteration_service,diet:vegan,diet:vegetarian,organic,charity,service:bicycle:repair,service:bicycle:retail,bicycle_parking,capacity,operator:type,amenity_1,ref_1,max_age,min_age,school:boarding,school:type,contact:instagram,music,note:real_ale,ref:GB:uprn,school:trust,nohousenumber,indoor_seating,accommodation,description:floor,smoking,power,substation,builder,overall_site,gas_insulated,layer,HE_ref,listed_status,building:flats,fixme,roof:direction,ways,type,latitude,longitude,osm_house_range
way,13221068,,,,,,laser measure ground survey,"POLYGON ((0.1225835 52.2003393, 0.1225474 52.2003819, 0.1225051 52.2004263, 0.1226623 52.200481, 0.1228141 52.2005368, 0.1228608 52.2004926, 0.1229011 52.2004509, 0.1227437 52.2003962, 0.1225835 52.2003393))",,,Downing College (University of Cambridge),,,DOW021,,university,,Howard Building,,,,,,,,,,,,,,,,,,,,,,"[121959922, 1481442965, 121959923, 1481442997, 121959924, 1481442998, 121959925, 1481442976, 121959922]",,,,,,,,,,Q50419745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.20043843172082,0.1227025010597534,nan
way,13221124,,,,,,laser measure ground survey,"POLYGON ((0.1227134 52.1999157, 0.1224228 52.2002641, 0.1225509 52.200305, 0.12257 52.2002822, 0.1226805 52.2001503, 0.1227786 52.2000334, 0.1228433 52.1999563, 0.1227134 52.1999157))",,,Downing College (University of Cambridge),,,DOW022,,university,,Howard Lodge,,,,,,,,,,,,,,,,,,,,,,"[121960484, 121960486, 121960487, 1481442896, 1481442868, 1481442849, 121960488, 121960484]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.200109995378206,0.12263282997172309,nan
way,13221192,,,,,,laser measure ground survey,"POLYGON ((0.1227893 52.1997288, 0.1226883 52.199843, 0.1228525 52.1998902, 0.1229496 52.1997805, 0.1227893 52.1997288))",,,Downing College (University of Cambridge),,,DOW024,,university,,,,,,,,,,,,,,,,,,,,,,,,"[121961303, 121961304, 121961306, 121961309, 121961303]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.1998104563874,0.12281938713558399,nan
way,13221340,,,,,,laser measure ground survey,"POLYGON ((0.1230744 52.199712, 0.122942 52.1998509, 0.1231378 52.1999215, 0.1232406 52.1999583, 0.1234324 52.2000269, 0.1234523 52.2000075, 0.1234642 52.2000116, 0.123477 52.2000158, 0.123656 52.2000767, 0.1236812 52.2000503, 0.1237571 52.1999707, 0.1237777 52.1999497, 0.1234364 52.1998375, 0.1232274 52.1997646, 0.1230744 52.199712))",,,Downing College (University of Cambridge),,,DOW025,,university,,Offices,,,,,,,,,,,,,,,,,,,,,,"[1481442722, 121962920, 1481442820, 1481442833, 1481442847, 1481442843, 1481442067, 121962896, 1481442858, 1481442070, 1481442063, 121962904, 121962915, 121962916, 1481442722]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.19989834106675,0.12335232938534796,nan
way,13221412,,,,,,laser measure ground survey,"POLYGON ((0.1241576 52.2011598, 0.1240825 52.2012394, 0.1239606 52.2013689, 0.1239518 52.2013782, 0.1239651 52.2013832, 0.1239767 52.2013875, 0.1239463 52.2014187, 0.1240758 52.2014638, 0.1241034 52.2014352, 0.1241294 52.2014445, 0.1243358 52.201224, 0.1241576 52.2011598))",,,Downing College (University of Cambridge),,,DOW013,,university,,,,,,,,,,,,,,,,,,,,,,,,"[121963942, 1481442142, 1481443278, 121957470, 1481443282, 1481443293, 1481443305, 1481443313, 1481443309, 121963945, 121963946, 121963942]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.20131296891457,0.12413293898764512,nan
way,13221455,,,,,,laser measure ground survey,"POLYGON ((0.1244476 52.2012859, 0.1242848 52.201453, 0.1244089 52.2014978, 0.1245304 52.2015416, 0.1245666 52.201502, 0.1245783 52.2014892, 0.1246239 52.2015062, 0.1246559 52.2014708, 0.1246875 52.2014359, 0.1246474 52.2014231, 0.1246926 52.2013727, 0.1246284 52.2013516, 0.1246594 52.2013187, 0.1246072 52.2013009, 0.1245481 52.2012808, 0.1245194 52.2013105, 0.1244476 52.2012859))",library,,Downing College (University of Cambridge),,,DOW012,,university,,Maitland Robinson Library,,,,,,,,,,,,,,,,,,,,,,"[121964249, 121964250, 1481443326, 121964251, 1481443327, 1481443325, 1481443329, 1481443322, 1481443312, 1481443311, 121964254, 121964256, 121964257, 1481443256, 121964258, 121964259, 121964249]",,,,,,,,,,Q99316769,"Category:Maitland Robinson Library, Downing College",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.20140943106808,0.1245050164987238,nan
way,13221601,,,,,,laser measure ground survey,"POLYGON ((0.1248646 52.2003508, 0.1248194 52.2003983, 0.1246766 52.2005483, 0.1246018 52.2006269, 0.1246213 52.2006317, 0.1246086 52.2006466, 0.1245939 52.2006637, 0.1245726 52.2006561, 0.1245057 52.2007252, 0.1244382 52.2007949, 0.1244559 52.2007998, 0.1244425 52.2008159, 0.1244267 52.200835, 0.1244072 52.2008274, 0.1243321 52.2009064, 0.1242523 52.2009902, 0.1241867 52.2010592, 0.1242256 52.2010725, 0.1242007 52.2010967, 0.1243983 52.2011696, 0.1244177 52.2011467, 0.1244526 52.201161, 0.1245099 52.2011084, 0.1244612 52.2010926, 0.1245733 52.2009785, 0.1246176 52.2009948, 0.1246701 52.2009402, 0.1246011 52.2009187, 0.1247091 52.2008026, 0.1247595 52.2007485, 0.1248553 52.2007814, 0.1248978 52.2007425, 0.124907 52.200734, 0.1248926 52.2007291, 0.1250886 52.2005262, 0.1254349 52.2006494, 0.1255043 52.2005768, 0.125462 52.2005617, 0.1254211 52.2006044, 0.1253293 52.2005725, 0.1253746 52.2005258, 0.1252012 52.2004711, 0.1248646 52.2003508))",,,Downing College (University of Cambridge),,,DOW029,,university,,East Range,,,,,,,,,,,,,,,,,,,,,,"[121966933, 1481442172, 1481442170, 1481443031, 1481443032, 1481442167, 1481443037, 1481443035, 1481442160, 1481443084, 1481443085, 1481442158, 1481443093, 1481443091, 1481442157, 1481442147, 121965630, 1481443176, 1481443186, 1481443210, 1481443205, 121965632, 121965633, 121965634, 121965635, 121965637, 121965638, 121965641, 1481443086, 121965643, 121966914, 1481443063, 121966916, 1481443057, 121966918, 2351233071, 2351233088, 1481443014, 1481443020, 1481443017, 1481443007, 121966923, 121966933]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.20072671168568,0.12472724302727772,nan
way,13221829,,,,,,,"POLYGON ((0.1263972 52.1990893, 0.1263013 52.1992057, 0.1261243 52.1991613, 0.1260787 52.1992186, 0.1262565 52.1992727, 0.126247 52.1992857, 0.1264315 52.1993372, 0.1264445 52.1993234, 0.1266496 52.1993845, 0.1266922 52.1993229, 0.1265031 52.1992648, 0.1265934 52.1991455, 0.1263972 52.1990893))",,,Downing College (University of Cambridge),,,DOW030,,university,,Singer Building,,,,,,,,,,,,,,,,,,,,,,"[121968121, 121968122, 121968123, 121968124, 1481442612, 1481442617, 1481442636, 1481442633, 121968125, 121968126, 121968127, 121968128, 121968121]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.19923586605945,0.1264088718136705,nan
way,13222312,,,,,,laser measure ground survey,"POLYGON ((0.1250686 52.2013699, 0.1250643 52.2013879, 0.1250694 52.2014063, 0.1250862 52.2014253, 0.1251158 52.2014449, 0.125204 52.201475, 0.1252531 52.2014922, 0.1253501 52.2013893, 0.1253331 52.2013853, 0.125212 52.2013439, 0.1251652 52.2014019, 0.1250686 52.2013699))",,,Downing College (University of Cambridge),,,DOW010,,university,,Porter's Lodge,,,,2,1,,,,,,,,,,,,,,,,,"[121971963, 1481443298, 9562146263, 121971966, 121971967, 1481443314, 121971968, 121971969, 2021304169, 2351233069, 121971975, 121971963]",,,,,,,,,,Q26418518,,porters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.201416199474565,0.12521164310847965,nan
way,26707960,Cambridge,,,CB2 8DR,Shaftesbury Avenue,,"POLYGON ((0.1290616 52.1892296, 0.1293168 52.1881771, 0.1295662 52.1881949, 0.1295148 52.1884073, 0.1298409 52.1884413, 0.1298435 52.1884213, 0.1300265 52.1884372, 0.1300191 52.1884603, 0.1304419 52.188492, 0.1304961 52.1882762, 0.130723 52.188304, 0.1306114 52.188753, 0.1303846 52.188732, 0.1304073 52.1886257, 0.1299974 52.188594, 0.1299848 52.1886444, 0.1298022 52.1886279, 0.1298157 52.1885783, 0.1296413 52.1885596, 0.1294807 52.1885425, 0.1294421 52.1886865, 0.1295342 52.1886965, 0.1295221 52.1887511, 0.1295099 52.1888123, 0.1294103 52.1888034, 0.1293444 52.1890609, 0.1294781 52.1890731, 0.1294904 52.1890152, 0.1297023 52.1890354, 0.1296862 52.1890969, 0.1297823 52.1891057, 0.1297499 52.1892343, 0.1293164 52.1891943, 0.1293013 52.1892523, 0.1290616 52.1892296))",,,HM Government,,,,,yes,,Eastbrook,,,,,,,,,,,,,,GB,,,,,,,,"[292914209, 292914210, 292914211, 292914212, 292914213, 292914214, 292914215, 292914216, 292914217, 292914218, 292914219, 292914220, 292914221, 292914222, 292914223, 292914224, 292914225, 292914226, 1643555017, 292914227, 292914228, 292914229, 6253662888, 292914230, 292914231, 292914232, 292914233, 292914234, 292914235, 292914236, 292914237, 292914240, 292914238, 292914239, 292914209]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.188681968216564,0.12971949767230823,nan
way,28342851,Cambridge,,,CB2 3EG,Downing Street,laser measure ground survey,"POLYGON ((0.1222412 52.2020585, 0.1224803 52.2021069, 0.1226299 52.2018454, 0.1225226 52.201826, 0.1224034 52.2018021, 0.1222987 52.2019607, 0.1222412 52.2020585))",,,University of Cambridge,,,D015,,university,,Craik-Marshall Building,,,,,,,,,,,,Craik-Marshall Building,,,,,,,,,,"[311288445, 311288446, 311288447, 1448453127, 311288448, 1448453191, 311288445]",,,,,,,,,,,,Department of Experimental Psychology,D15A,University of Cambridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.20195468300766,0.12243692350240966,nan
way,28342897,Cambridge,,,CB2 3DY,Downing Street,laser measure ground survey,"POLYGON ((0.1228125 52.2017141, 0.1227504 52.201802, 0.1227024 52.20183, 0.1226656 52.2018317, 0.1226326 52.2018278, 0.1226159 52.2018259, 0.1224718 52.2017915, 0.1224895 52.2017631, 0.1222521 52.2017028, 0.1222249 52.2017422, 0.1221674 52.2017284, 0.1221278 52.2017179, 0.1219494 52.2016698, 0.1221471 52.2014025, 0.1222251 52.2014207, 0.1222946 52.2013378, 0.122554 52.2014095, 0.122573 52.2014148, 0.1224293 52.2016174, 0.1226398 52.2016716, 0.1228125 52.2017141))",,,University of Cambridge,,,D040,,university,,Anatomy Building,,,,,,,,,,,,Anatomy Building,,,,,,,,,,"[1448539935, 1448453087, 1448453111, 1448453114, 1448453109, 311289099, 1448453076, 1448453054, 1448453035, 1448453044, 1448453040, 1448453037, 311289096, 311289097, 311533787, 1448452956, 1448452968, 1448452970, 311531214, 1448453030, 1448539935]",,,,,,,,,,,,"Department of Physiology, Development & Neuroscience",D20A,University of Cambridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.20159833199662,0.12235406527567455,nan
way,28342943,Cambridge,,,CB2 3EH,Downing Street,laser measure ground survey,"POLYGON ((0.1214564 52.2020281, 0.1216659 52.2020812, 0.1216802 52.2020552, 0.1217696 52.2020788, 0.1217517 52.2021034, 0.1221162 52.2021983, 0.1221314 52.2021755, 0.122176 52.202187, 0.1222105 52.2021958, 0.1221927 52.2022191, 0.1223659 52.2022629, 0.1222872 52.2023657, 0.1220667 52.2023083, 0.122011 52.2022938, 0.1216861 52.2022091, 0.1216713 52.2022051, 0.1216542 52.2022005, 0.121546 52.2021711, 0.1215397 52.2021792, 0.1214796 52.2022632, 0.1213455 52.2022289, 0.1214051 52.2021436, 0.1213774 52.2021372, 0.1214564 52.2020281))",,,University of Cambridge,,,D014,,university,,Genetics Building,,,,,,,,,,,,Genetics Building,,,,,,,,,,"[311289361, 1448453227, 1448453214, 1448453225, 1448453234, 1448453270, 1448453260, 1448453264, 1448453269, 1448453275, 311289362, 311289363, 1448453294, 1448453289, 311289364, 1448453273, 1448453272, 1448453258, 1448453261, 311289365, 311289366, 1448453249, 1448453246, 311289361]",,,,,,,,,,,,Department of Genetics; Biffen Lecture Theatre,,University of Cambridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.202194670755716,0.12182690851783148,nan
way,28343083,Cambridge,,,CB2 3EB,Downing Street,laser measure ground survey,"POLYGON ((0.1227401 52.2020469, 0.1228105 52.2019457, 0.1231236 52.2020301, 0.1232625 52.2020676, 0.1231903 52.2021624, 0.1230586 52.2021287, 0.1228833 52.2020837, 0.1227401 52.2020469))",,,University of Cambridge,,,D035,,university,,The Psychological Laboratory / Psychology Library,,,,,,,,,,,,Psychology Building,,,,,,,,,,"[311290725, 311290726, 1448453195, 311290727, 311290624, 498576527, 1448453229, 311290725]",,,,,,,,,,,,Department of Experimental Psychology; Psychology Library,D10E,University of Cambridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.20205506661674,0.12299901676427562,nan
way,28364196,Cambridge,,,CB2 1QP,Tennis Court Road,laser measure ground survey,"POLYGON ((0.1216652 52.2013582, 0.121713 52.2012922, 0.1216352 52.2012721, 0.1216504 52.2012499, 0.1216666 52.2012261, 0.1217444 52.2012445, 0.1219393 52.2009775, 0.1220806 52.2010138, 0.1222312 52.2010525, 0.1222175 52.201071, 0.1221907 52.201109, 0.1222193 52.2011159, 0.1222928 52.2011337, 0.1223149 52.2011391, 0.122236 52.2012445, 0.1220881 52.2012057, 0.1220598 52.2011987, 0.1220391 52.2012283, 0.1219177 52.201395, 0.1219669 52.2014076, 0.1219515 52.2014319, 0.1216652 52.2013582))",,,University of Cambridge,,,D017,,university,,Pathology Building,,,,,,,,,,,,Pathology Building,,,,,,,,,,"[1448452958, 1448452953, 1448452951, 1448452948, 1448452938, 1448452947, 311530126, 1448452920, 311530127, 1448452923, 1448452926, 1448452928, 1448452929, 1448452930, 311530128, 1448452933, 311530129, 1448452942, 1448452963, 1448452966, 1448539934, 1448452958]",,,,,,,,,,,,Department of Pathology,,University of Cambridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.20119413358487,0.12196258865202933,nan
way,28364204,Cambridge,,,CB2 3EB,Downing Street,laser measure ground survey,"POLYGON ((0.123494 52.2015728, 0.1232838 52.2015199, 0.1233178 52.2014809, 0.1230812 52.2014164, 0.1230398 52.2014742, 0.1230248 52.2014951, 0.1229981 52.2015324, 0.1232325 52.2015919, 0.1231735 52.2016725, 0.12312 52.2017455, 0.1229245 52.2016949, 0.1228826 52.2016846, 0.1228356 52.2017515, 0.1228041 52.2017957, 0.1230868 52.2018718, 0.1232481 52.2019103, 0.123369 52.2017444, 0.1233957 52.2017077, 0.123494 52.2015728))",,,University of Cambridge,,,D021,,university,,Sir William Hardy Building,,,,,,,,,,,,Sir William Hardy Building,,,,,,,,,,"[311530440, 1448453005, 1448452996, 311530441, 1448452995, 1448453000, 311530439, 311530374, 1448453043, 311530375, 1448453052, 311530356, 1448453099, 311530357, 1448453154, 311530358, 1448453095, 1448453060, 311530440]",,,,,,,,,,,,Department of Geography;Department of Experimental Psychology;Estate Management and Building Service (Maintenance);Brain Mapping Unit Department of Psychiatry,,University of Cambridge,Low Temperature Research Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.20168202690626,0.12317718454402192,nan
way,28364251,,,,,Tennis Court Road,laser measure ground survey,"POLYGON ((0.1229334 52.2014629, 0.1229693 52.2014164, 0.1230157 52.2013564, 0.122688 52.2012728, 0.1226615 52.2012661, 0.1226194 52.2013261, 0.1225825 52.2013722, 0.1229334 52.2014629))",,,University of Cambridge,,,D019,,university,,Molteno Building,,,,,,,,,,,,,,,,,,,,,,"[311530924, 1448452972, 311531375, 1448452952, 311532455, 1448452955, 311532849, 311530924]",,,,,,,,,,,,Department of Pathology,,University of Cambridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.20136452587305,0.12279914500596484,nan
way,28364358,Cambridge,,,CB2 1QP,Tennis Court Road,laser measure ground survey,"POLYGON ((0.1223128 52.2013103, 0.1224469 52.2013475, 0.1225757 52.2011778, 0.1224399 52.2011409, 0.1223747 52.2012279, 0.1223128 52.2013103))",,,University of Cambridge,,,D018,,university,,Microbiology Building,,,,,,,,,,,,Microbiology Building,,,,,,,,,,"[311533218, 311533219, 311533221, 311533222, 1448452939, 311533218]",,,,,,,,,,,,Department of Pathology (Microbiology),,University of Cambridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.20124401285487,0.12244397939747012,nan
way,28364543,Cambridge,,,CB2 3EA,Downing Street,laser measure ground survey,"POLYGON ((0.1229963 52.2022152, 0.1229073 52.2023288, 0.1228873 52.2023224, 0.1228623 52.2023179, 0.1228392 52.2023528, 0.1225391 52.2022761, 0.122469 52.202375, 0.1225083 52.2023847, 0.1224854 52.2024174, 0.1226423 52.2024578, 0.1227875 52.2024952, 0.1227758 52.20251, 0.1227931 52.2025145, 0.1228107 52.2025192, 0.1227908 52.2025495, 0.1227562 52.2025399, 0.1226794 52.2026443, 0.1227039 52.2026513, 0.1226906 52.2026705, 0.122674 52.2026945, 0.1228252 52.2027395, 0.1228568 52.2027476, 0.1229094 52.2026728, 0.1229597 52.2026014, 0.1229897 52.2026077, 0.1230134 52.202573, 0.1230256 52.2025574, 0.1230604 52.2025661, 0.1231563 52.202434, 0.1230617 52.2024095, 0.1231371 52.2023102, 0.1230881 52.202297, 0.1231903 52.2021624, 0.1230586 52.2021287, 0.1230492 52.2021404, 0.1230402 52.2021516, 0.1229963 52.2022152))",,,University of Cambridge,,,D034,,university,,Physiology Building,,,,,,,,,,,,Physiology Building,,,,,,,,,,"[1448453274, 1448453304, 1448453302, 311536016, 311290622, 1448453285, 311290590, 1448453322, 1448453332, 1448453346, 1448453354, 1448453358, 1448453360, 311536180, 1448453374, 1448453368, 1448453392, 1448453395, 1448453397, 311536181, 311290270, 1448453415, 11107399154, 1448453388, 1448453390, 311536184, 1448453377, 1448539940, 1448539938, 311536954, 1448539937, 1448539936, 311290624, 498576527, 1448453248, 1448453250, 1448453274]",,,,,,,,,,,,"Department of Physiology, Development and Neuroscience",D10D,University of Cambridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.2024383381672,0.12286749362538579,nan
way,28364576,Cambridge,,,CB2 3EG,Tennis Court Road,laser measure ground survey,"POLYGON ((0.1231981 52.2024451, 0.1232911 52.2024737, 0.1238106 52.202155, 0.1235395 52.2020912, 0.1235647 52.2020544, 0.1234432 52.2020233, 0.1233844 52.2021088, 0.1233508 52.2021002, 0.1233589 52.2020885, 0.1232625 52.2020676, 0.1231903 52.2021624, 0.1230881 52.202297, 0.1231371 52.2023102, 0.1230617 52.2024095, 0.1231563 52.202434, 0.1230604 52.2025661, 0.1231049 52.2025775, 0.1231981 52.2024451))",,,University of Cambridge,,,D024,,university,,Combined Facility,,,,,,,,,,,,Combined Facility,,,,,,,,,,"[311536299, 311536301, 311536696, 1448453231, 1448453203, 311536698, 1448453239, 1448453233, 1448453230, 311290727, 311290624, 1448539936, 1448539937, 311536954, 1448539938, 1448539940, 1448453385, 311536299]",,,,,,,,,,,,Various Departments of Biological Sciences,,University of Cambridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.2022543005337,0.123376609273539,nan
way,28364981,Cambridge,,,CB2 3EN,Downing Street,laser measure ground survey,"POLYGON ((0.1233631 52.2018336, 0.1234229 52.2017428, 0.1234744 52.2017561, 0.1234792 52.2017496, 0.1235137 52.2017026, 0.1236997 52.2017515, 0.1237234 52.2017577, 0.1237396 52.20173, 0.1238238 52.2017652, 0.1238135 52.2017746, 0.1241009 52.2018497, 0.1240781 52.2018933, 0.124074 52.2018987, 0.1240673 52.2018921, 0.1240553 52.2018907, 0.1240566 52.2018947, 0.1240592 52.2019001, 0.1240673 52.2019079, 0.1240164 52.2020026, 0.1238635 52.2019684, 0.12373 52.2019427, 0.1233767 52.2018584, 0.1233817 52.2018484, 0.1233881 52.2018391, 0.1233753 52.2018366, 0.1233631 52.2018336))",,,University of Cambridge,,,D022,,university,,Geography Building,,,,,,,,,,,https://www.geog.cam.ac.uk/,Geography Building,,,,,,,,,,"[2342189811, 2342189784, 2342189780, 2342189775, 2342189874, 1448453123, 1448453126, 1448453107, 1448453129, 1448453134, 311539236, 1448453162, 1448453160, 1448453159, 1448453161, 1448453164, 1448453168, 1448453171, 311539237, 1448453199, 1448453180, 1448453152, 1448453146, 1448453142, 1448453141, 2342189811]",,,,,,,,,,,,Department of Geography,,University of Cambridge,,CamUniGeography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.201850287736455,0.12373594446240992,nan
way,28629386,Cambridge,,,CB1 7DY,Cambridge Leisure Park,bing,"POLYGON ((0.1362421 52.190403, 0.1362196 52.189997, 0.136212 52.1898215, 0.1359767 52.1898234, 0.135979 52.1898645, 0.1359934 52.1901214, 0.1360094 52.1904052, 0.1360463 52.1904049, 0.1362421 52.190403))",,,Travelodge,,,,,yes,,Travelodge Cambridge Central,,,,,,Travelodge,Q9361374,,,,https://www.travelodge.co.uk/hotels/255/Cambridge-Central-hotel,,,GB,,,www.travelodge.co.uk,,,hotel,,"[314666542, 1706035763, 314666543, 314666544, 1491255736, 1491255759, 314666545, 1491255790, 314666542]",yes,,,,,,,,,,,,,,,,en:Travelodge UK,Cambridge City,1473140,9201319,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.19011287581615,0.13610963294796655,nan
