Geography_Code,Geography,lat,lng,geometry,L1-L3,L4-L6,L7,L8-9,L10-L11,L12,L13,L14,L15,id,amenity_pois_count
E00152850,Ipswich 011B,52.04972,1.176765,"POLYGON ((1.1775112329400237 52.05059278844727, 1.1780393073116393 52.05049011609422, 1.1777944290557296 52.04911700352278, 1.1765888986251902 52.04882304417868, 1.1745836046629117 52.0491861717466, 1.1753309477651426 52.04946367467158, 1.1755413361799028 52.05031329189677, 1.1762445500799146 52.05046463366645, 1.176800887607024 52.05027150297378, 1.1769931291773366 52.050654491602955, 1.1775112329400237 52.05059278844727))",18,51,40,17,15,39,38,11,7,144801,0
E00156329,Runnymede 006B,51.38884,-0.50116,"POLYGON ((-0.499572435960377 51.38843308790821, -0.5016326165839248 51.38810039337655, -0.5024660184432546 51.387635631701635, -0.5031319073764925 51.3877564891186, -0.5027955851386674 51.38998049642812, -0.502307382481637 51.389985759352555, -0.5024666124063234 51.38941773569012, -0.5020418424743284 51.38934836256408, -0.5014042251887458 51.390054856512485, -0.5009924541112615 51.38995965805387, -0.5011188197134858 51.38957956872748, -0.4995503312390289 51.38926272354967, -0.499572435960377 51.38843308790821))",9,29,18,17,11,22,23,16,6,148148,0
E00081877,Bracknell Forest 008D,51.39631,-0.7347,"POLYGON ((-0.7309083250677036 51.396140694983835, -0.730882620763952 51.3960017870951, -0.7308183847472185 51.39565395829074, -0.7307744796152593 51.39541627995244, -0.7332193866485495 51.39462586906442, -0.7342164111629822 51.39544001387354, -0.7357160128844902 51.395992830351666, -0.7364061372565183 51.39532014554843, -0.7371176810112814 51.396578823202475, -0.7371323581509263 51.39661481488117, -0.7366499318001086 51.39748604037599, -0.7340454043232342 51.39796166686017, -0.7352500307193454 51.39653022484257, -0.7309083250677036 51.396140694983835))",19,46,28,18,16,31,26,5,8,77341,0
E00073188,Bristol 008F,51.49391,-2.68568,"POLYGON ((-2.6885674553337253 51.492476075189984, -2.6891164024276777 51.49233827233009, -2.6891341266593924 51.49292508720568, -2.688648540313241 51.49274109452939, -2.6876744961853167 51.49387249051677, -2.6860602453677966 51.49529679638914, -2.683514795080944 51.495329314043765, -2.6838775002957904 51.49509864112815, -2.683571384968289 51.49478301327408, -2.6842693761138365 51.49470478783368, -2.683524230833402 51.49403446643127, -2.6851080246761025 51.49302715272841, -2.686496919745815 51.49343264295344, -2.687065604919148 51.492934772687796, -2.6885674553337253 51.492476075189984))",12,25,23,12,23,41,47,21,10,69016,0
E00027247,Oldham 027D,53.52706,-2.13312,"POLYGON ((-2.1316611197053557 53.52833132312802, -2.1308141532554026 53.527957214806534, -2.1309846187811163 53.52751460226435, -2.132597330215633 53.52670000286827, -2.130823184088958 53.52627491438085, -2.1332239644036046 53.525383472773825, -2.1333531999424715 53.525838074531485, -2.1341190116175635 53.52582036314903, -2.13388458197147 53.526344064285055, -2.1343425027754215 53.52627782670618, -2.133523834120427 53.52772671821561, -2.135449503569982 53.528093916332296, -2.135003658306198 53.52896728026816, -2.134882766185972 53.529117774390336, -2.1316611197053557 53.52833132312802))",9,31,27,48,15,53,46,82,61,25486,0
E00052451,Walsall 032A,52.58082,-1.90099,"POLYGON ((-1.8983697488789575 52.58050142923221, -1.8980868606470838 52.57980461146353, -1.8990149819539914 52.57962810204065, -1.8997588781126715 52.58124893486805, -1.9002221511548134 52.5812273989118, -1.899815040663819 52.580245719768186, -1.9006679099136154 52.57988829130562, -1.9014048807975537 52.580293446873355, -1.9012342154085393 52.58068197488584, -1.9018762450118263 52.58068938883947, -1.90121129796541 52.58106640941534, -1.9013583189979355 52.581309256410975, -1.9032624313631616 52.58116698590845, -1.9022313841985592 52.58026716080638, -1.9026087609342306 52.5798628036798, -1.9038778424952483 52.5809083005105, -1.9037226486027377 52.581441881620314, -1.8994040141672857 52.58180820525053, -1.8985685696761987 52.58153165132714, -1.8989673107532137 52.581406439639096, -1.8983697488789575 52.58050142923221))",29,55,42,17,21,29,21,12,6,49419,0
E00138479,West Northamptonshire 007B,52.26336,-0.86777,"POLYGON ((-0.8646647870550552 52.26545509040011, -0.8691201757777969 52.26149040340225, -0.8694048995372227 52.26113604490722, -0.870023245972551 52.261234882611255, -0.869923040767552 52.26192602104224, -0.8705768794997658 52.26213131299069, -0.8708613050371676 52.26262988950817, -0.8687757898981329 52.26431616329216, -0.8676205683877675 52.26384623181352, -0.8659494662789302 52.265130767462765, -0.8659745886118894 52.265442447480154, -0.8668573028240966 52.265834770756804, -0.8666769997966643 52.26634588049179, -0.8671585378815263 52.26692110599942, -0.867031540475836 52.26700581203027, -0.8649995869857923 52.26617392554496, -0.8652237171582794 52.26570610722099, -0.8646647870550552 52.26545509040011))",31,45,34,26,23,31,62,11,10,131174,0
W00009011,Cardiff 039E,51.47864,-3.25381,"POLYGON ((-3.250345519722735 51.47943726948681, -3.2507643543183584 51.47927824777032, -3.2505150768889677 51.479009016635025, -3.255068910860945 51.4772082581182, -3.25509089687005 51.47784857096155, -3.2559258069375203 51.47855671760353, -3.2570332105634305 51.47891758456048, -3.2569355075611055 51.47922248908285, -3.2567697075054456 51.479428024808364, -3.2540065372597864 51.48005641583069, -3.254171325889615 51.47945763081699, -3.251985083002988 51.47952300338575, -3.25226749150061 51.478892244767216, -3.2513257573723116 51.479077958395486, -3.2509871994702313 51.47953131410445, -3.250345519722735 51.47943726948681))",9,22,16,13,3,46,43,46,20,187283,0
W00007960,Torfaen 003A,51.70718,-3.03039,"POLYGON ((-3.026382408510553 51.706287497596215, -3.030686013139175 51.70657977316725, -3.0314987177235406 51.70618931410017, -3.031438674333561 51.70591899992876, -3.033172207217005 51.70588397415907, -3.033633509276067 51.7059502469912, -3.0332921689417898 51.7062031596006, -3.0337360680250995 51.706370577479625, -3.0335930985232733 51.70708766561025, -3.0345819709563275 51.70781686380414, -3.0345203420848983 51.7084268222722, -3.033414584155536 51.70787732174126, -3.0297082771037465 51.70836685427727, -3.0291489576974073 51.707453672259795, -3.0276366722470818 51.708182346647035, -3.026382408510553 51.706287497596215))",8,22,13,14,15,36,47,47,24,186302,0
E00001241,Barnet 002B,51.65109,-0.18734,"POLYGON ((-0.186202253773076 51.65305667485328, -0.1848534314995036 51.65287557280384, -0.1852221186617551 51.6520284001388, -0.1848143108607962 51.651718059447255, -0.1855601401971722 51.65123638758248, -0.186369940325687 51.65138472588538, -0.1868480301563248 51.65093238857437, -0.1861782811635249 51.65030895251181, -0.1865933376146919 51.64985441059447, -0.1872474196936367 51.64965811950598, -0.1875152506817455 51.6498859454597, -0.1881248517441366 51.6504050662451, -0.1876270461814433 51.650796720451666, -0.1877801937868696 51.65181764292438, -0.1869824397030748 51.6528158878019, -0.1881264532757159 51.653107161773484, -0.1895619003297044 51.65287800404644, -0.1898115711899328 51.6532035420947, -0.1883257342501913 51.653486364636656, -0.186202253773076 51.65305667485328))",57,66,30,18,6,15,14,12,13,1156,0
E00000056,Barking and Dagenham 015B,51.5391,0.068871,"MULTIPOLYGON (((0.0702924896598419 51.54073894561265, 0.0713558043211644 51.54001966785584, 0.0721686558523619 51.54002622860146, 0.0719086590481245 51.538962431083974, 0.0720152495402041 51.53840352963733, 0.0725286082486456 51.537689844023205, 0.0713066515679195 51.53723521873922, 0.0712795146226923 51.53722512157537, 0.0712780922086895 51.53722717275458, 0.0712549519431351 51.537277820152326, 0.0704243411639376 51.53909569775829, 0.0696494022805214 51.538781588309895, 0.0694403666168881 51.53897367393272, 0.069803978639263 51.540458080659555, 0.0702924896598419 51.54073894561265)), ((0.0693979137129594 51.54371516967741, 0.0692397354891079 51.54331276782055, 0.0692173140797748 51.543561649261534, 0.0693979137129594 51.54371516967741)), ((0.0685806632096732 51.536220841288824, 0.0680298884145537 51.53615468041666, 0.0690813090911676 51.537337454866154, 0.0682787048680507 51.53814519503715, 0.0669281301269994 51.53985684507467, 0.0666928675156958 51.54114652666207, 0.0682816996493016 51.544286881560154, 0.0683266678645965 51.54441420794619, 0.0693169708013385 51.54415613830219, 0.0693168712536653 51.54415337209931, 0.0693129103054981 51.54404375777633, 0.0685628847800606 51.54209029171562, 0.0689818487409421 51.54140395241561, 0.0684238044910597 51.540743835952995, 0.0693719527322111 51.540278826025606, 0.0690311332126657 51.538837458953836, 0.0704674910162207 51.53845780137743, 0.070976098073654 51.53719665095329, 0.0709981162030068 51.537142053133145, 0.0710105145191284 51.53712502771854, 0.0685806632096732 51.536220841288824)))",13,29,29,48,15,40,36,57,57,37,0
E00094797,Cornwall 013D,50.50524,-4.41285,"POLYGON ((-4.4091887931381 50.50300172212598, -4.409455294381872 50.50339454797465, -4.410293087287961 50.50241578294859, -4.411164500472832 50.502775828888126, -4.411180001242246 50.50328653151207, -4.412359944523695 50.503251772297254, -4.413338674929627 50.50319456936438, -4.4131030838083145 50.50228496463818, -4.41358698680053 50.5022715446531, -4.413495618777638 50.50203049793615, -4.414300571586267 50.50219654704521, -4.414684971559588 50.5018792474082, -4.415008414297124 50.50254961496531, -4.414315964319727 50.502390176638016, -4.413914943830809 50.5029703880958, -4.415869686514737 50.50295860473241, -4.416104714494877 50.503377096539175, -4.418111947439347 50.50436265044865, -4.416788472693507 50.504988260039184, -4.415252699290462 50.50490897140603, -4.414054144672732 50.50521829901385, -4.414494526955824 50.50627069422821, -4.411615877340948 50.508141779079956, -4.410796858145942 50.50630439366109, -4.409989200185609 50.5054982046523, -4.409232281768062 50.505435116435166, -4.40869333594498 50.50465769931676, -4.407767576745067 50.50421886577661, -4.408281113671229 50.50387559686346, -4.407413181684048 50.50355040104797, -4.4074024719011735 50.503261430895236, -4.4091887931381 50.50300172212598))",14,61,21,51,22,45,49,17,12,89559,0
W00009926,Caerphilly 013D,51.64829,-3.24458,"POLYGON ((-3.2426686683045864 51.65142926209732, -3.2423453091978476 51.65073405495463, -3.241794707348412 51.65081356717275, -3.241553206625127 51.65045261323919, -3.2420290397585494 51.64979076234244, -3.2404832505297696 51.64920698035102, -3.2395855522541432 51.64835006527364, -3.240240531967437 51.64721644048528, -3.2392515499369954 51.646654768068544, -3.239590118730928 51.64552361393653, -3.2406561942461316 51.645382026520515, -3.2410708822378522 51.644692653897565, -3.244918533868101 51.64483189357257, -3.2482126625649106 51.646659353964196, -3.249872134410409 51.64872927149483, -3.2449802860350037 51.65177446628885, -3.2426686683045864 51.65142926209732))",17,52,32,18,12,25,27,10,6,188162,0
W00004909,Neath Port Talbot 007C,51.66692,-3.82996,"POLYGON ((-3.8290573486455837 51.67002900358908, -3.8286056551699987 51.66778314645711, -3.829155816286861 51.66765805470924, -3.8278890146662263 51.6666192381215, -3.8283577589363964 51.66606415328513, -3.829985795070215 51.66599003233199, -3.830085270699726 51.666517064908426, -3.8319382663079296 51.66667508835689, -3.831999623278997 51.667408286293266, -3.8315001348042292 51.66886297900395, -3.830712353321522 51.66888200058884, -3.8305590297507304 51.66773607966985, -3.82938261591959 51.66798482467474, -3.8295080877917798 51.669302645282876, -3.830004629221967 51.66991622688975, -3.8304146879367096 51.67026943508969, -3.8298181149782295 51.67098331790306, -3.8290573486455837 51.67002900358908))",26,48,28,21,26,32,39,15,18,183355,0
E00087560,Isle of Wight 006C,50.72968,-1.17306,"POLYGON ((-1.1719565223120478 50.73340235835041, -1.170936946054959 50.73257040613448, -1.1714015316524948 50.73223288786527, -1.1710031445381586 50.73182053221118, -1.171401864010367 50.73133309826505, -1.1711320145218824 50.73058779233242, -1.1700839246318 50.730026092776654, -1.172061538399824 50.72888967509898, -1.1729161239403112 50.72890961412083, -1.1732680351322935 50.72843024104059, -1.1726129759124593 50.72825961517547, -1.1725769623712377 50.72797181801908, -1.1735036237407936 50.72771284741591, -1.1754596085214422 50.7285754627519, -1.1756298004241499 50.72872733182865, -1.1741171544864824 50.729445896412024, -1.1744529047486816 50.72963587294184, -1.1742505193323673 50.73024520703746, -1.1753789777057053 50.73037160827548, -1.176033353224698 50.73097410366154, -1.1745619821014832 50.730938889022745, -1.173654696116579 50.73165664904115, -1.1729832862834308 50.730418378669086, -1.172573009109078 50.73029386322435, -1.1718354904404342 50.730675118770264, -1.1726174850277145 50.732360930926035, -1.1721443947232342 50.73280517909499, -1.1721623664343683 50.733425645984504, -1.1719565223120478 50.73340235835041))",33,63,22,28,12,27,23,17,6,82739,0
E00124625,Swale 015A,51.31496,0.896031,"POLYGON ((0.8974239336853428 51.31531625086234, 0.8979670694627995 51.3151565117927, 0.897807470054915 51.31490468481807, 0.8972781580727363 51.31509653224453, 0.8968613577474687 51.314500141875726, 0.8966937801978139 51.31426892787397, 0.8954678297516455 51.31428517035439, 0.8948341597811338 51.31290706878707, 0.8939254514137597 51.31296973736258, 0.8946398393107284 51.31444607022654, 0.8944036610020973 51.3149118954918, 0.8942807192758178 51.31552088769025, 0.8947944083208585 51.3157789462272, 0.8958527361707105 51.315438118750386, 0.8970627750662384 51.316422229877496, 0.8970610680618545 51.31543127590327, 0.8974239336853428 51.31531625086234))",36,56,37,30,17,37,41,12,9,118074,0
E00050504,Sandwell 016C,52.529,-2.03335,"POLYGON ((-2.0313518889613555 52.52939801727926, -2.031724948851914 52.529180955219566, -2.032244235306696 52.52893045898639, -2.0320460623074657 52.528485428597364, -2.032518103511797 52.52855145986111, -2.0333492708255174 52.5276592728761, -2.0339373793556033 52.527597200060534, -2.0339747614143833 52.52828138242542, -2.035377908296986 52.528929435547056, -2.0352924601199343 52.52922426648514, -2.0334940894690425 52.5299634511982, -2.0333634241994063 52.530326486321385, -2.0313518889613555 52.52939801727926))",0,18,21,9,6,38,54,57,7,47565,0
E00006105,Ealing 041B,51.5197,-0.30326,"POLYGON ((-0.3015014078467093 51.51889031254478, -0.3021218510214563 51.51854734422927, -0.3028180606279705 51.51872188894362, -0.3034867165422768 51.518702489282326, -0.3051654833170335 51.519565236552545, -0.304952116232251 51.520630944383065, -0.3038361170399141 51.52080484749585, -0.3027899333968383 51.520679370771845, -0.3028578062556339 51.52005323745077, -0.3023025236664069 51.5204552431066, -0.3011270659346484 51.520199416166825, -0.3018045994616347 51.51890999820613, -0.3015014078467093 51.51889031254478))",75,57,26,35,2,12,22,15,13,5808,0
E00064314,Blackpool 013D,53.79518,-3.05467,"POLYGON ((-3.053230522243077 53.79608785183931, -3.053153845898102 53.79571920937647, -3.0536578332189186 53.795601715760974, -3.053572478941376 53.79522494336747, -3.053162462013977 53.795286386361326, -3.0534977504069922 53.79485471996496, -3.0529920162051054 53.7949197269532, -3.0529558185829404 53.79464685990021, -3.053433032456124 53.79450709530557, -3.053374022930403 53.79422545835294, -3.0532938161157936 53.793798233414655, -3.055713667813128 53.793435388580605, -3.0555780415345395 53.7945620320283, -3.0563659887336434 53.794625102533324, -3.05617535754158 53.796100882921635, -3.055251739803029 53.79619890026968, -3.0551631515924176 53.79677807563518, -3.0545593706522673 53.79679367081094, -3.053743864622089 53.79600542939838, -3.053230522243077 53.79608785183931))",14,28,16,79,25,39,38,53,12,60628,4
E00083949,Wokingham 013A,51.41022,-0.84436,"POLYGON ((-0.8420835197195297 51.41057106342781, -0.8421822225709796 51.410356915351734, -0.842552630602239 51.40997302668329, -0.8434770419704735 51.40982924129248, -0.8433573692688561 51.40955912759957, -0.8443360714543519 51.408806905381304, -0.8448784648547245 51.40927058295462, -0.8457893533851027 51.410630595046435, -0.8467141406890052 51.41110186785173, -0.8435376541362987 51.41162565076571, -0.8420835197195297 51.41057106342781))",78,81,35,32,8,20,12,7,17,79279,0
E00047873,Birmingham 005C,52.56502,-1.80139,"POLYGON ((-1.8018313173487948 52.566287338498036, -1.801100310402786 52.56623088991798, -1.8009378033355383 52.56541254170514, -1.7989862371029164 52.56548782041844, -1.7990271533734539 52.564707400684014, -1.7995061320848758 52.564748886133174, -1.7997050421274352 52.56397818595307, -1.8002938111386575 52.56380085655771, -1.8006537941550118 52.56442306505577, -1.8011301117364176 52.564467097075024, -1.8017302398736064 52.56417859322547, -1.8017556820707217 52.563649017120234, -1.8026398080272898 52.56355307811969, -1.8029285302320337 52.56398610467219, -1.8036469588268957 52.56386480097359, -1.8037519670426354 52.566280518234954, -1.8029803828126583 52.56646898722487, -1.80268593016861 52.56609946917177, -1.8018313173487948 52.566287338498036))",53,68,43,24,17,21,24,7,16,45068,0
E00046730,Birmingham 120D,52.41564,-1.95587,"POLYGON ((-1.951900418752567 52.41552701420643, -1.9520821109108781 52.41502492092888, -1.9569366288822636 52.41471398840655, -1.9590678901275342 52.41408403226184, -1.9601956316832 52.41380523744719, -1.9605031227723164 52.41442070942293, -1.9591652028876065 52.414981992741836, -1.9588418575089006 52.41575510719611, -1.9596061129328313 52.41618204610233, -1.958740403883613 52.416719785983084, -1.9569140871476272 52.41679969858809, -1.9547264473217945 52.41745327220338, -1.9548619998921735 52.416074033479184, -1.9540524050371288 52.41564709133778, -1.951900418752567 52.41552701420643))",76,77,22,30,7,15,11,27,19,43978,0
E00106173,Eastbourne 007B,50.77689,0.298976,"POLYGON ((0.3014267488441789 50.77735968499342, 0.3013930547361247 50.77653444622154, 0.3007935337107166 50.77678230820843, 0.3003705985309605 50.77729264127531, 0.299847366419818 50.776724642361366, 0.2992205857711252 50.776663945095514, 0.2995050173108811 50.776358151321006, 0.2990763876249434 50.775771576841265, 0.2981946213559692 50.77601381084095, 0.2983087768034277 50.77619511984736, 0.297860232421835 50.77614659198675, 0.2982264357138004 50.77675977795266, 0.2979015680514336 50.77693772207612, 0.2982913871715242 50.777360198065594, 0.2986637951383687 50.7772234149042, 0.2995995810162454 50.77801219478032, 0.3014267488441789 50.77735968499342))",20,56,34,36,12,25,18,22,15,100490,1
E00084850,Milton Keynes 010C,52.05936,-0.85792,"POLYGON ((-0.8535511072455976 52.06125032687585, -0.8538813006802984 52.05943005646278, -0.8519569480201075 52.05787164064501, -0.852977045531915 52.05790777168037, -0.8535816203592953 52.057253000539035, -0.8538550232427974 52.05708317519486, -0.8546095168337587 52.05719040427183, -0.8550183325120531 52.057702428449176, -0.8560542247359162 52.05804236764083, -0.8599985298195356 52.0575671479821, -0.8606437941732816 52.05870583490916, -0.8620227656640721 52.0593344348975, -0.8630338079629988 52.060260058370716, -0.8617259813578593 52.06160572043009, -0.85937585981993 52.060937680515636, -0.8535511072455976 52.06125032687585))",37,61,27,17,10,16,19,14,8,80119,1
E00142589,Ashfield 006D,53.12646,-1.27497,"POLYGON ((-1.273811414241444 53.127895894128116, -1.2741392364524795 53.12785387233653, -1.2730588464865717 53.12596549911726, -1.2727393027141265 53.12506521524081, -1.2752796830708972 53.12489810226755, -1.2761338041524752 53.12516035056329, -1.2761069160259038 53.12561521911867, -1.2772400804477455 53.12592197938037, -1.277017343793605 53.12637497631001, -1.2759038181751685 53.12664027844313, -1.2763583178419866 53.12701715189721, -1.2758561402777617 53.12761532264662, -1.2751034730058863 53.1275816374676, -1.275500300133538 53.12888048786689, -1.2744493995012884 53.12912604860786, -1.273811414241444 53.127895894128116))",27,62,53,26,32,51,75,33,11,135087,0
E00043755,South Tyneside 023D,54.94839,-1.42749,"POLYGON ((-1.4259525470003098 54.948745247827205, -1.4256565301411288 54.94836195622795, -1.426177472160256 54.947906778568665, -1.424574461817977 54.94728931386556, -1.4253501543737883 54.94677952553321, -1.4268343706413764 54.94732956170598, -1.4265416361536816 54.94760228926878, -1.4268731150459548 54.947727324382235, -1.427705557105545 54.94743488154769, -1.4281580814497974 54.948185844996985, -1.429132919544521 54.94803583537917, -1.4293671892674593 54.94872451409072, -1.4300424793915818 54.94896855085584, -1.428912132258205 54.949985845833055, -1.4259525470003098 54.948745247827205))",46,67,35,14,12,16,16,21,13,41191,0
E00082192,West Berkshire 015A,51.39619,-1.05516,"POLYGON ((-1.0528477641548761 51.39523587010862, -1.0537521490725494 51.395360877890745, -1.0594695849886395 51.3947559495757, -1.0608267997854408 51.394105936124106, -1.0630063076411773 51.39368092279588, -1.0631420079317822 51.39457536086149, -1.061041878715881 51.39482170530378, -1.0607861347444776 51.395777032183766, -1.06035655189105 51.395758420199144, -1.0605657679400537 51.39513732764584, -1.0596558017299649 51.39512580989509, -1.0597811941433544 51.39543173525889, -1.0584994294723873 51.39552854098971, -1.0582913717759148 51.39619573164072, -1.0576840795834808 51.39601553652614, -1.0575007162931513 51.3963840158092, -1.0581171392541666 51.39719851922502, -1.058707851563906 51.397320320425465, -1.0581405619438795 51.39734099508679, -1.0581776604786006 51.39759801160283, -1.0587009884310432 51.39754445110255, -1.0586895209144944 51.39801467077647, -1.057040813717271 51.398778589202216, -1.0567096832178866 51.39826309974275, -1.0572580780815823 51.397347371196346, -1.0569752181409118 51.39675943171574, -1.0554129542567432 51.396350216634644, -1.0525998881252003 51.396374641811974, -1.0528477641548761 51.39523587010862))",75,80,32,26,8,26,12,11,15,77630,0
E00123630,Maidstone 002B,51.27952,0.539629,"POLYGON ((0.5408588075951611 51.27845064463559, 0.5405367939930682 51.27771766811005, 0.5399197436990152 51.27778335158017, 0.5398831546537219 51.27804413621628, 0.5377960909859213 51.278109766810836, 0.5381003744633271 51.2786899270687, 0.5389341745189443 51.27837339297445, 0.539306094881229 51.278933285909986, 0.5385501113489267 51.279261921987576, 0.5389830467115017 51.28002281505195, 0.5384506303365181 51.280206846332156, 0.5387681358486517 51.2809930339218, 0.5394965129519235 51.28082674779458, 0.5398955168410103 51.28128220070658, 0.540676970202275 51.281157241638795, 0.5409575283763324 51.28139282070921, 0.5414329166520564 51.28129607742675, 0.5406434691257646 51.28050378374871, 0.5408724722823678 51.279716358253026, 0.5401033734912273 51.27862010811348, 0.5408588075951611 51.27845064463559))",25,53,34,27,25,28,35,32,14,117124,0
E00129656,Wyre 012A,53.85517,-3.01133,"POLYGON ((-3.0076199979155884 53.85442417020362, -3.0073504862309477 53.854157962278386, -3.0066005604691157 53.85419273190946, -3.0063397259013476 53.85367390489461, -3.0070851623646395 53.85340953265036, -3.0089129377367163 53.85403148993955, -3.0103307170134093 53.8539122108933, -3.0127753771153847 53.853448312732155, -3.0131765265997874 53.85397684393854, -3.0124128062230664 53.854596679799954, -3.0132361798375746 53.85486389846024, -3.013454958509432 53.855286882278335, -3.0115319170549086 53.85582634766563, -3.0117318776995243 53.85693303032533, -3.0106318277661988 53.85669616234594, -3.010235708400195 53.855193914785175, -3.0092764940559062 53.85521617009926, -3.009441673405197 53.85475834766334, -3.0076199979155884 53.85442417020362))",31,78,41,27,14,31,22,6,6,122869,0
E00108250,Basildon 018D,51.56913,0.506962,"POLYGON ((0.5079296917395462 51.56859077307024, 0.5079050926348554 51.56843620934863, 0.5064744663064303 51.56854131440842, 0.5064631665468662 51.56791179041135, 0.5059390744644955 51.56790765413631, 0.5059454326094907 51.56972852812931, 0.5070729501269232 51.569713564127596, 0.5070705152309661 51.56993181179989, 0.5077057607638381 51.56999429886403, 0.5079296917395462 51.56859077307024))",11,19,15,15,14,40,44,30,16,102504,0
E00026099,Manchester 029D,53.44786,-2.28448,"POLYGON ((-2.2829991979528077 53.449026209007485, -2.282413217547442 53.448467909002886, -2.2826377081796907 53.4480803231878, -2.281146041475766 53.44774560808891, -2.2814736539773097 53.44678451184477, -2.2829768228670257 53.447199588904745, -2.2834457794352767 53.44653684041225, -2.2854254558375877 53.44688751997701, -2.287362441210619 53.44778124791418, -2.2861506350309866 53.449169082665314, -2.2829991979528077 53.449026209007485))",47,71,20,25,4,15,11,19,12,24427,0
E00075499,South Gloucestershire 030E,51.44476,-2.48685,"POLYGON ((-2.484904855815909 51.44549858791495, -2.484965932615589 51.443697843994926, -2.486095421582449 51.44379423882358, -2.4888288935266116 51.44350210430247, -2.4890142225405545 51.44386816230091, -2.4879677020820643 51.44498932036948, -2.488394337243691 51.44539468359449, -2.4883251416126795 51.4457039905869, -2.4878300992353677 51.44703936214161, -2.48704411932147 51.44653865131749, -2.487766699952613 51.44579492523292, -2.4873662145668707 51.445614781001886, -2.486752128536286 51.44601244316127, -2.485542924946139 51.446007618397815, -2.484904855815909 51.44549858791495))",18,44,24,23,15,45,49,16,15,71243,0
W00002717,Ceredigion 009A,52.11457,-4.55932,"POLYGON ((-4.5490650937206105 52.111180282073754, -4.549830951393272 52.108168886958715, -4.550811368819294 52.108203546082066, -4.551171601404115 52.10914082676332, -4.552773075355919 52.10897574557678, -4.55422433030575 52.10932465848604, -4.556375943643822 52.109047700665506, -4.556593369733648 52.10927325963943, -4.557092746532625 52.10906727176454, -4.560678207442147 52.10906584064835, -4.566514628075199 52.107798598780874, -4.569268961136217 52.10770989062814, -4.569164276549773 52.111536332595115, -4.56452640959142 52.1120891328949, -4.563040381652934 52.11826349866335, -4.559102907809092 52.12016559811114, -4.55409850512333 52.12129935314121, -4.5531195465342815 52.122318757671934, -4.550642554273768 52.12122048001113, -4.554539893749696 52.11838869375051, -4.550902696048511 52.11706355805401, -4.548943912171471 52.11600152648882, -4.553180107252272 52.11445110554904, -4.5538915830478865 52.1137139578855, -4.554062061169197 52.11185457151829, -4.5490650937206105 52.111180282073754))",4,30,7,22,5,17,11,5,5,181240,0
E00097277,Carlisle 012D,54.87557,-2.92125,"POLYGON ((-2.917487171086584 54.87609191530741, -2.9179576976905572 54.87472092986547, -2.919124937514009 54.87392399157842, -2.9194775000824724 54.873787968471234, -2.919987378824376 54.87409137662027, -2.9199831202742623 54.87447700260248, -2.921177699456049 54.874477198669034, -2.9213004010186423 54.8742341706352, -2.9223734857048895 54.87413007698047, -2.9249172339874425 54.87467339779158, -2.924937651674565 54.874687099827035, -2.924402973610105 54.87581133158893, -2.9245795663047756 54.8767935402424, -2.9235573697369452 54.877332038761544, -2.9228956467539553 54.87732120326369, -2.922628617207456 54.875776090101475, -2.9206184505857005 54.876177631247565, -2.917487171086584 54.87609191530741))",24,60,28,29,21,26,21,18,8,91920,0
E00057413,Leeds 074A,53.7917,-1.39138,"POLYGON ((-1.3892934310306095 53.79273414204912, -1.389057265535879 53.79201254206656, -1.3902883484628443 53.79206840122634, -1.3906890136605428 53.79138783417574, -1.3906909148249644 53.79069386221968, -1.3917454511328236 53.7907625795492, -1.391639672046338 53.79177914758329, -1.393638916833799 53.79216836938863, -1.393700045233647 53.79237380508367, -1.3922280296804077 53.792416546758034, -1.3924045213912815 53.79263766750898, -1.391209743240225 53.792799032406265, -1.3892934310306095 53.79273414204912))",26,73,28,17,13,36,17,5,39,54126,0
E00028749,Salford 005C,53.5303,-2.35115,"POLYGON ((-2.3480886633321036 53.530834400306254, -2.3481287168726235 53.53054358144077, -2.349311319742411 53.529350100749106, -2.350887439104372 53.52966425675158, -2.353604891125868 53.53024862714826, -2.3527551548483343 53.531256582112746, -2.3480886633321036 53.530834400306254))",22,52,36,13,18,17,27,33,10,26870,0
E00121226,Watford 004D,51.68356,-0.41388,"POLYGON ((-0.4116966357764633 51.683131295875675, -0.4135875232801316 51.68264420255138, -0.4154108706112041 51.683494644697205, -0.4172932015105825 51.68349266769811, -0.4168289468804804 51.68404663841929, -0.4163233019502355 51.68389721891492, -0.4154127975987068 51.68446042644708, -0.4148583639851938 51.684425196960156, -0.4115834579082042 51.68382780995109, -0.4111663972706487 51.683601514686586, -0.4116966357764633 51.683131295875675))",31,51,34,22,18,19,25,7,15,114858,0
