Geography_Code,Geography,lat,lng,geometry,L1-L3,L4-L6,L7,L8-9,L10-L11,L12,L13,L14,L15,id,amenity_pois_count
E00074098,Bristol 017C,51.47758,-2.60088,"POLYGON ((-2.5990335420984474 51.47665670933514, -2.600511335793676 51.47610655477518, -2.601917652365189 51.476667503870075, -2.6024531919401555 51.47760365666034, -2.6020689456314887 51.47779265628736, -2.6027396878971794 51.4784276135946, -2.602285529704182 51.478599421726194, -2.602347463704336 51.47909997200079, -2.600246604679901 51.47886251698431, -2.600198567878376 51.47963674241375, -2.5995233582061146 51.47970761844206, -2.5990335420984474 51.47665670933514))",76,81,24,23,5,15,10,0,20,69884,0
E00010230,Haringey 037C,51.60177,-0.07179,"POLYGON ((-0.0727008614845208 51.60381536435165, -0.0697964268404586 51.60332787793094, -0.0702919053634233 51.60265918921764, -0.0708867286698476 51.602120741566445, -0.0707275991882867 51.60124648617337, -0.0711471560287575 51.60121611712624, -0.0726763463626907 51.60110682745386, -0.0729928699189442 51.60199765649284, -0.0737078962878079 51.60192687077581, -0.0735700368246289 51.602294494218064, -0.0714503283263868 51.60241703407675, -0.0708124609728369 51.602739299602746, -0.0708080272064237 51.602986483550545, -0.0727920538931439 51.6028707198208, -0.0724651993011364 51.60319073578429, -0.0727971386563759 51.603843532331, -0.0727008614845208 51.60381536435165))",15,29,12,33,18,27,37,53,27,9628,0
E00002339,Brent 026D,51.54095,-0.28224,"POLYGON ((-0.2802931297411704 51.54308964229943, -0.276900374205704 51.54196309285543, -0.2772698881607452 51.5414534609745, -0.277685739483639 51.54158711346745, -0.282495993688999 51.53866008657845, -0.2835298214449724 51.53950126041639, -0.2846143722176633 51.53915986740113, -0.285454522235374 51.54008692718089, -0.2858642265590062 51.53995953996828, -0.2859561403296742 51.54122124024808, -0.2843215470346477 51.54145518004948, -0.2840007229854676 51.54169266889134, -0.283640743822566 51.541455235264515, -0.2819303244339248 51.542192959749414, -0.2826809218241761 51.54301899834461, -0.2824783068448674 51.54326233624413, -0.2806368935741488 51.54267474867126, -0.2802931297411704 51.54308964229943))",12,29,24,34,17,30,84,34,32,2201,1
E00059168,Leeds 080C,53.77467,-1.62741,"POLYGON ((-1.6263195780945237 53.77562202091818, -1.6243713176020138 53.7741209106184, -1.6261947360489697 53.7733174381143, -1.6275350617914957 53.773278994001146, -1.628730826003024 53.77352174616249, -1.629017523619983 53.774203315794196, -1.6301187253921656 53.77475076198522, -1.6288162794627958 53.77608105122934, -1.6275918656566661 53.77551455168766, -1.6270806273088625 53.77594324856974, -1.6263195780945237 53.77562202091818))",18,38,39,25,21,40,27,18,6,55782,0
E00108247,Basildon 011F,51.54925,0.530795,"MULTIPOLYGON (((0.5427564481472771 51.534801765210126, 0.5422173131593852 51.53444805200151, 0.5416467309558737 51.53458309009884, 0.5424039008603903 51.53507912128058, 0.5427564481472771 51.534801765210126)), ((0.5428824499704311 51.53509347718216, 0.5428144054029815 51.53486103413142, 0.5424480126992868 51.53520820958035, 0.5428056679501642 51.53587864769185, 0.5428824499704311 51.53509347718216)), ((0.542795343268001 51.57156553806877, 0.5421580400291212 51.56839495245367, 0.5426259987599754 51.56747636301373, 0.5439241662244335 51.567282532537774, 0.5430305712224285 51.56616059553454, 0.5414209118271696 51.56593257863618, 0.5414273385733989 51.563986585770046, 0.5396667592346178 51.56008118370791, 0.5397133993959246 51.55887941029414, 0.5382375729954126 51.55603557777113, 0.5381192667784478 51.55538471536451, 0.5386338041128437 51.55542684926302, 0.5379650667061268 51.55465579358246, 0.538547500828442 51.55446079435226, 0.5385701555179419 51.5541343004146, 0.5380341864074639 51.554324717671314, 0.5388327651477527 51.55238915566016, 0.5416942096573139 51.54848749907512, 0.5422247893122311 51.54846856180616, 0.544299479287681 51.546286817157025, 0.5442997189783578 51.546258622158796, 0.5427802557870168 51.54510669723134, 0.5435779108854573 51.545192554388, 0.5441524803344284 51.545793621028004, 0.5431402339188953 51.54399926929467, 0.5437988094270158 51.542021637476786, 0.5435721719079313 51.541883558143404, 0.5434339417741829 51.54243839109464, 0.5435907338017363 51.541114849364604, 0.5436551818812899 51.54183328329647, 0.5438808279997087 51.54144428076965, 0.5435692483052659 51.5401562734314, 0.543541215084147 51.54008444768573, 0.5435459345713849 51.5400598940636, 0.5432204827333834 51.538714446231374, 0.5436389642852352 51.53900862768927, 0.5427131553172315 51.537243064578284, 0.5423637726723581 51.53508358861912, 0.5410027701819556 51.53440175176379, 0.5419995957854283 51.53436663455979, 0.5408611454455441 51.53429370871928, 0.5400863436229968 51.53443343366054, 0.5405375104272139 51.534290288142, 0.5385402505375757 51.53394448578315, 0.5362753248458497 51.53182365590587, 0.5352989290097064 51.53139968630831, 0.535514728788813 51.53127414920251, 0.5348622688759593 51.53125614839773, 0.5353642368770126 51.53120230814173, 0.5332994276722551 51.53094556374736, 0.5329585789126841 51.53121859786389, 0.5328211259375768 51.5312204812812, 0.5327827273246043 51.5310301110407, 0.5307748867648525 51.531820631535275, 0.5287914063064985 51.53177726428107, 0.5285439300643323 51.5322161719647, 0.5304615009584946 51.53190545704944, 0.5281120013659566 51.53249078944795, 0.527903390160305 51.532993700092156, 0.5273850658519935 51.53281789978824, 0.5275631379360219 51.533083143902694, 0.5271387474617365 51.533033383653596, 0.5272428552080122 51.5327027915745, 0.5283093203841978 51.53199234871646, 0.5270239707068675 51.53246081999899, 0.5268885505354208 51.53294722249928, 0.5267430198742975 51.5327974132048, 0.5214409395416835 51.55318061146223, 0.5207997400193218 51.553781587920746, 0.5206825227107719 51.558683376262906, 0.5214104437106016 51.559125001727296, 0.5202450008168821 51.559421238665806, 0.5179441858681699 51.56492837449164, 0.5231609348209846 51.56480731845162, 0.5222503417753928 51.56546965604738, 0.5223081437044306 51.566084726502346, 0.5260844686716891 51.565942470449656, 0.5261736226787497 51.56747637038233, 0.5267381441346657 51.56792666722173, 0.5285547085473508 51.567440482293605, 0.5285857018376878 51.56609617693111, 0.5338027162088601 51.56664285299721, 0.5340028921587582 51.567226829047335, 0.5328313093171517 51.56770898570288, 0.5335084765404015 51.568102210477846, 0.5327296055575742 51.569608886360996, 0.5330021667560747 51.57093300032431, 0.5342517305056845 51.57109338771602, 0.5342506261321242 51.57060996959477, 0.5388933708542748 51.56995572360739, 0.5409648984247788 51.57133690148883, 0.542795343268001 51.57156553806877)))",39,59,40,40,21,27,31,31,13,102501,0
E00114732,Basingstoke and Deane 010D,51.26868,-1.11979,"POLYGON ((-1.1178740003664358 51.26926273772795, -1.1187822034243016 51.26900792457374, -1.118235228854716 51.268903613522674, -1.1180313079263333 51.26799749105363, -1.1203844699393748 51.26787130779819, -1.1212499262613003 51.26745362314065, -1.121872448869837 51.267349264131084, -1.1220201760771495 51.267784678817826, -1.1213455555447454 51.26783357143531, -1.1215056674336483 51.26934034742873, -1.1197264775354758 51.26941488464762, -1.1196320885873352 51.26974791501256, -1.1183883202434866 51.27003491389246, -1.1182188082832627 51.269811632974, -1.1176505004123083 51.269946284168036, -1.1174393684905526 51.269512881513904, -1.1178740003664358 51.26926273772795))",14,40,35,20,16,32,35,23,5,108655,0
E00148320,Sedgemoor 004C,51.23256,-2.9969,"POLYGON ((-2.998902694534588 51.234201294718574, -2.9977137420510287 51.23404516013745, -2.996057461983638 51.233521297832795, -2.9929615945467174 51.231284888779655, -2.995390074205591 51.23090087176993, -2.995733953132256 51.23087487189335, -2.9957815545254465 51.23109136515313, -2.9963887210298203 51.23086377667702, -2.996603684882958 51.23122262639921, -2.997865631205496 51.23134617344297, -2.9978932601269066 51.23196049878231, -2.9992015955405376 51.23244642948532, -2.99885807244747 51.23328056282087, -2.9994936373912924 51.23363755586863, -2.999363783299666 51.23426431676296, -2.998902694534588 51.234201294718574))",19,47,26,38,23,51,27,41,2,140517,0
E00074535,North Somerset 010B,51.43055,-2.84256,"POLYGON ((-2.840058662130751 51.43058588905772, -2.8413962238562593 51.42895324145862, -2.8433907970035848 51.4301712174191, -2.843775959569709 51.429836450020154, -2.8443216871039745 51.429979123329595, -2.8442164098764895 51.43023120945839, -2.8452591173356523 51.430276421089275, -2.844923281613151 51.43058205501069, -2.845241491391825 51.43075230372539, -2.8441271271699957 51.43120594190362, -2.8441054879257193 51.43159274457412, -2.843481350686263 51.43156609096012, -2.843188218521427 51.432148318926004, -2.8425648054346193 51.43192062138612, -2.843147121511343 51.43098829214997, -2.840058662130751 51.43058588905772))",25,61,41,29,9,37,19,13,6,70308,0
E00049011,Coventry 022D,52.41461,-1.55756,"POLYGON ((-1.555922898318033 52.415396388697104, -1.5552431308038386 52.414985827418555, -1.555960752612439 52.414501968277264, -1.5557243987905647 52.413970384774025, -1.5564681176000967 52.41386699280901, -1.5566615168270788 52.4135230271874, -1.5577363195416702 52.41364865030357, -1.5602878767157824 52.4140310173468, -1.5578630184312605 52.41561871661418, -1.555922898318033 52.415396388697104))",26,47,52,18,19,31,24,16,17,46128,0
E00157594,Waverley 005B,51.20511,-0.60992,"POLYGON ((-0.6133722534663307 51.207498522789805, -0.6101426681691883 51.206890132869006, -0.6062170488315772 51.2053638743831, -0.6075007159747459 51.20463033370434, -0.6069248007054304 51.20426653142962, -0.6072344456867317 51.20397562318445, -0.6065351587350086 51.20293383643637, -0.608644087267529 51.20413843877361, -0.6089623960299678 51.20405327820997, -0.6087437589839987 51.203757613905196, -0.6100508784685045 51.20346003724303, -0.6108256231605752 51.20414263916515, -0.6114628185879476 51.20378091612307, -0.6123645723325045 51.20425922165314, -0.6117700773679922 51.20451477828843, -0.6118578159293706 51.205087075636875, -0.6111703752050327 51.20574197097741, -0.6117786558470953 51.206185620538385, -0.6134105597260255 51.20752672745944, -0.6133722534663307 51.207498522789805))",43,60,46,24,18,34,35,13,15,149366,0
E00095604,Cornwall 014D,50.46149,-4.71192,"POLYGON ((-4.713241582265025 50.46375826484067, -4.7113302663173515 50.463110229465805, -4.711049197617342 50.46263105359932, -4.710075287130389 50.4623569197136, -4.710259974865159 50.46213673619605, -4.7079287648118635 50.46062103420664, -4.708495241340399 50.459697325627864, -4.709282788523294 50.45950065479611, -4.7092303811306335 50.459091938726715, -4.710335105701396 50.45950845228345, -4.7119733075191075 50.461296248986436, -4.714292172498748 50.461188169385615, -4.71497642023851 50.462461744021795, -4.715224759976807 50.46373021074723, -4.714584650695964 50.462941965826126, -4.713810834248079 50.463494624895375, -4.714135910563618 50.46387232027807, -4.713241582265025 50.46375826484067))",15,55,42,28,41,83,90,29,31,90329,0
W00006622,Rhondda Cynon Taf 022D,51.59783,-3.31531,"POLYGON ((-3.3077614896978207 51.605581050918104, -3.306191763240414 51.603472666680915, -3.3051387551757734 51.60292871362502, -3.3065717442227935 51.60171588268038, -3.3056169144256446 51.60125764260825, -3.3058696666456497 51.600440660625715, -3.307505263342564 51.59836598730079, -3.308089642401527 51.598416105440606, -3.3097004880078686 51.59760417650815, -3.309540337537057 51.59686778700308, -3.311543681062139 51.59602617544719, -3.312932784768117 51.5947576811366, -3.3125937185781855 51.59404521908436, -3.3115270816466094 51.59351506674011, -3.3128067500494467 51.592581517269345, -3.312352139083177 51.59237250444629, -3.3124459019792174 51.591672176980516, -3.3131090100298177 51.5910331973049, -3.3137848687808837 51.59037848808542, -3.315541490172738 51.591749453063976, -3.317592183611566 51.59254584638532, -3.319297772927305 51.59283032028799, -3.321218032889244 51.59234155207532, -3.3217434632524023 51.5919132690404, -3.32312435391183 51.59355913391206, -3.323255195221503 51.594430849474286, -3.322563235238225 51.59446562585268, -3.322611948228642 51.595148458355624, -3.3242633034878213 51.594842094894965, -3.3246884699224886 51.59407298764939, -3.325302151753932 51.594239232730345, -3.3247772103991693 51.59438593681749, -3.325076220551687 51.59499477188636, -3.3253147233329985 51.59522345714388, -3.3247667744990337 51.59577156594493, -3.3252720983560162 51.59676395688714, -3.325574305877194 51.59654678001415, -3.325466960234392 51.59751253152804, -3.324999621112515 51.600240369437756, -3.3231236449000585 51.60063039406295, -3.320714142980883 51.601687102762725, -3.3201522302830258 51.60256818832254, -3.320533453784753 51.602877462997746, -3.31482683020453 51.60435558314605, -3.314777803052414 51.604684679027294, -3.3126961486539126 51.60452716487042, -3.310767352479376 51.604804145694295, -3.310932873445088 51.60559989983253, -3.3077614896978207 51.605581050918104))",16,33,26,29,13,32,36,26,26,184993,0
E00019409,Richmond upon Thames 004E,51.46402,-0.28603,"POLYGON ((-0.2837546010652915 51.465254598186156, -0.2834923439277018 51.46380297987098, -0.2843690816459535 51.46403036202387, -0.284407223412392 51.46327164531695, -0.2867917086215787 51.46221909420176, -0.2872464569269586 51.462165183127425, -0.2879186560103268 51.46302204130814, -0.2883182904361618 51.46294731312552, -0.2885867975416484 51.465039882491546, -0.2885871919470468 51.46505019714902, -0.2848099803034372 51.46561080908782, -0.2839099473652424 51.465745259057, -0.2837546010652915 51.465254598186156))",55,40,28,44,13,31,32,38,21,18262,0
E00137757,North Northamptonshire 015B,52.41177,-0.72421,"POLYGON ((-0.7214525038050725 52.41334073170054, -0.7222604670180864 52.412431063149484, -0.7218851820101412 52.412170243876474, -0.7226697338765082 52.41147142846613, -0.7233506682808734 52.41130178364839, -0.7233998573515978 52.41083444222746, -0.724915971635594 52.410401521038914, -0.7246454559597183 52.409980274013314, -0.7259741315628766 52.409661166325705, -0.7267821011736981 52.40992629088905, -0.7261008585069476 52.410573264621114, -0.7270086051123674 52.41081941331349, -0.7266025711520332 52.4109251675855, -0.7266826421196929 52.41143202244728, -0.7252534804065349 52.41177241916291, -0.7248779254742446 52.412353610415614, -0.7251328010908797 52.41271915833873, -0.7219672281321456 52.41350221152966, -0.7214525038050725 52.41334073170054))",27,55,43,35,14,35,34,45,16,130492,0
E00057165,Leeds 065B,53.80375,-1.50316,"POLYGON ((-1.5022563940086766 53.80394144406826, -1.5020363749319423 53.80379283966877, -1.503273423368451 53.80319582482419, -1.5034839439302488 53.803358378462924, -1.5040271226323716 53.80308861036157, -1.5046080436597278 53.8035189578601, -1.5028652827125129 53.80438013283124, -1.5022563940086766 53.80394144406826))",4,7,13,27,10,37,58,51,45,53905,0
E00171615,South Staffordshire 006D,52.64792,-2.11067,"POLYGON ((-2.106449866226777 52.65262746320168, -2.10583459776866 52.65011916117368, -2.1043828263220217 52.648945533844795, -2.1048968724083634 52.647405106425396, -2.1029148901471677 52.64661058539734, -2.106944488104458 52.64460747244815, -2.1074730744335017 52.64319559937068, -2.1111229618273804 52.643003449828974, -2.110976993471794 52.64200217776649, -2.1149335992582072 52.64110003450817, -2.1138000891501063 52.63815544568622, -2.11818684135429 52.63816361052426, -2.118362017038743 52.652985668811596, -2.106449866226777 52.65262746320168))",103,230,130,428,334,273,881,802,46,161699,0
E00070258,Nottingham 031G,52.93939,-1.18085,"POLYGON ((-1.1775241122023086 52.93865765846139, -1.178787339584679 52.93802330015862, -1.1790123276741191 52.9382075749813, -1.181651638613656 52.93834862406045, -1.1816239399133146 52.93910637471102, -1.1826187983005456 52.93937008012512, -1.1821933013304289 52.94054641140491, -1.181751611762232 52.940721337276955, -1.1775241122023086 52.93865765846139))",19,15,4,4,7,5,16,9,145,66260,0
E00116358,Havant 006B,50.86862,-1.00905,"POLYGON ((-1.0040587047500429 50.869669769031134, -1.0036399670203158 50.86937163077145, -1.004521191519031 50.86871457756902, -1.0071530571653626 50.86724419887321, -1.0074458095316847 50.86684201598189, -1.0070916578621556 50.866469799495924, -1.0074168323777777 50.866152019254066, -1.006147401154051 50.86604801433041, -1.0028117258752363 50.86639946261709, -1.0030235143743764 50.865934171612224, -1.0039974565031347 50.8659810007239, -1.00408837137161 50.86552883102995, -1.0051478685305049 50.86569439183946, -1.0055323227488344 50.865283678587076, -1.006302461142293 50.865753311973016, -1.008307019754171 50.86574163442134, -1.0128245496272712 50.867471293729345, -1.0133786446323276 50.86852897924338, -1.0133055255794285 50.87199321563211, -1.0053393684230463 50.8693618234419, -1.0040587047500429 50.869669769031134))",17,54,26,38,32,74,59,23,13,110195,0
E00015893,Lambeth 032E,51.42887,-0.12155,"POLYGON ((-0.12043525077601 51.42948039902373, -0.1194865381440265 51.429109495270886, -0.1198310936184418 51.42836220350235, -0.1206643583552801 51.42828555997087, -0.1205596825278466 51.42769546563071, -0.1232277903825254 51.42864260954834, -0.123870824324441 51.42870181533124, -0.1234350714962843 51.42897541887715, -0.123925680910016 51.42910452062163, -0.1236405316914058 51.42944860976078, -0.1239457168362389 51.429551676682095, -0.1238572724440188 51.42989832115509, -0.1226597016076588 51.4296802643097, -0.1220807255475439 51.42989446547422, -0.1211519107409759 51.42923962767989, -0.1205471257028094 51.430014719454, -0.12043525077601 51.42948039902373))",54,70,17,30,11,8,12,24,17,14977,0
E00057977,Leeds 023A,53.84531,-1.52842,"POLYGON ((-1.5248595806808338 53.846484478013075, -1.5246991520940862 53.846049317537755, -1.5253888615619655 53.84597179231594, -1.5261239834387312 53.84538999221839, -1.5257671883303479 53.84455609002511, -1.5262525322266467 53.844436084198605, -1.5262503840891084 53.84408362114606, -1.527429239560785 53.84385621540878, -1.5273137988578707 53.84433348547911, -1.5278694921484466 53.84435523431734, -1.5280536647772476 53.84374181888558, -1.5291504267821296 53.84352142569607, -1.529774906076924 53.84341897444979, -1.5299489870699816 53.84412774696553, -1.5294186473506046 53.84399884011534, -1.5284037690622083 53.84441504592903, -1.5299689858129268 53.84520596894739, -1.5305073708181662 53.84512254588221, -1.5312504982911133 53.84600708889008, -1.5301484706702186 53.84668910298735, -1.5268800156236237 53.84717700595938, -1.525833790989906 53.84693666576048, -1.525741000683744 53.84665379824173, -1.5249646386706235 53.84675858475792, -1.5248595806808338 53.846484478013075))",71,62,25,29,8,17,15,20,13,54655,0
E00008370,Greenwich 017B,51.47986,0.081037,"POLYGON ((0.0802287509488286 51.4808688740851, 0.0826369854535784 51.4804558327215, 0.0824733317233115 51.480105811834214, 0.0817493905402768 51.48008915366392, 0.0817932501042527 51.47967625638514, 0.0822487274587252 51.47956744480757, 0.0821271284251862 51.479221873482594, 0.081953909956352 51.478887745670136, 0.0793721035011704 51.47932249420434, 0.0799647140209243 51.480417820446476, 0.0801550965418711 51.48088277082288, 0.0802287509488286 51.4808688740851))",46,53,34,30,16,32,28,30,26,7922,0
E00099424,Erewash 010D,52.90875,-1.2894,"POLYGON ((-1.2904585617750237 52.91024742328508, -1.2906755891046873 52.909673665665856, -1.2892782027482501 52.909506931694565, -1.287821729961744 52.90741687591518, -1.2876079405233631 52.90709072328392, -1.288077033592804 52.90680690417573, -1.2887666869078784 52.906970480048116, -1.2894095274844262 52.90772738418691, -1.2902377470715818 52.908879922683965, -1.2909301835864977 52.90894700927329, -1.2909106993447894 52.908516476237374, -1.291400256628409 52.90839153856647, -1.2919290343244694 52.90875017945116, -1.291665811222416 52.90903867480284, -1.2928574220926707 52.909181053567266, -1.2926879899142927 52.90954322516307, -1.2931729804128849 52.90978431843518, -1.2917187941215897 52.9106772258768, -1.2904585617750237 52.91024742328508))",18,66,20,18,16,33,35,16,9,94006,0
E00054752,Bradford 014D,53.84379,-1.93938,"POLYGON ((-1.9389704174533864 53.846185628247866, -1.9377709401453491 53.84382938887406, -1.9317934975238544 53.84161654351783, -1.9330187830743126 53.841120892728426, -1.9346443692310382 53.84160190974774, -1.9365078622666412 53.84121884459346, -1.9400243980937368 53.84138522335987, -1.9420624328855134 53.840240273038646, -1.9448265394902478 53.840492098305695, -1.9464025693274896 53.840185665937256, -1.9469692036751756 53.84116666622492, -1.9450261222379843 53.84225353744801, -1.9447237378081086 53.841924379514985, -1.9444594921694427 53.84333492522063, -1.9413271382711452 53.84520875492274, -1.9405507567705564 53.845333422945956, -1.9392128164228557 53.846331808356844, -1.9389704174533864 53.846185628247866))",16,17,14,11,4,13,5,5,8,51585,0
E00182570,Lewisham 030D,51.42882,-0.01378,"POLYGON ((-0.0132470523471179 51.42933430988801, -0.0131328348496203 51.428581099497876, -0.0136692248507756 51.42822499503642, -0.014500857411884 51.428990693509064, -0.0132758118759765 51.42969824924319, -0.0132470523471179 51.42933430988801))",28,37,21,20,7,36,25,22,22,170583,0
E00027919,Rochdale 019D,53.5895,-2.24165,"POLYGON ((-2.238444657967226 53.589491639806816, -2.2381445158822864 53.588944707310716, -2.2382515459863925 53.58888541395936, -2.24015716534318 53.588545770648544, -2.2395613474863625 53.58885858148588, -2.240073000627859 53.589197123666175, -2.241697642105242 53.58908375188812, -2.2416909599124537 53.588807824761155, -2.242857519157351 53.58854616589079, -2.2432934268085045 53.58880061890353, -2.2437846263865278 53.58856267763329, -2.243808956667954 53.58804503699357, -2.2444548971003555 53.58797229667482, -2.2449175581214633 53.588965467655214, -2.243966241229684 53.58892209056076, -2.2445580193015093 53.58992316593184, -2.244184734029353 53.59000381703972, -2.2441421164283093 53.59084945076248, -2.2431409827572186 53.59093239949365, -2.242828222441679 53.590126061906105, -2.2413937623979656 53.59021347538421, -2.2407219794608273 53.589794987042524, -2.2399103104346634 53.59012358605714, -2.2396443508266195 53.58960396708605, -2.238953474576869 53.58935489146611, -2.238444657967226 53.589491639806816))",12,32,25,23,16,45,50,47,28,26106,0
E00100310,North East Derbyshire 007B,53.23877,-1.38221,"POLYGON ((-1.3786665376987801 53.24213739596578, -1.3796623255607243 53.240824854106684, -1.380369241045633 53.23725383958579, -1.3815224214294173 53.23715352235527, -1.3837818617081759 53.235913920667144, -1.3851731178606557 53.23625469947149, -1.3846873451297441 53.23650930503388, -1.385686801343896 53.237383841931255, -1.3845235211834925 53.238214503936355, -1.3840413211241323 53.23793944247303, -1.3835945099211462 53.238250834725775, -1.3840138491198983 53.23849178385405, -1.382755512370632 53.24023438313811, -1.3796163275596214 53.24316218110011, -1.3786665376987801 53.24213739596578))",19,46,28,18,17,42,37,9,3,94867,0
E00170103,Hambleton 005E,54.32129,-1.44766,"POLYGON ((-1.4408201684599657 54.32643052860209, -1.440684767660081 54.32567201156956, -1.4412726261414577 54.3255023079904, -1.4412133997136873 54.324983057837265, -1.4405753283309592 54.325067450182935, -1.4399802483180004 54.32415614695595, -1.436268449278225 54.323961577959395, -1.434742228836773 54.32139131557728, -1.4314912870449878 54.31501901644101, -1.4337185497497305 54.31496009513466, -1.4342973994137003 54.317028768502055, -1.4395918877291087 54.31712730517859, -1.4402986888753562 54.316475382637485, -1.442902302038526 54.31857922327921, -1.4437125308232779 54.32026990411401, -1.4578554355039683 54.31729054913101, -1.4576321428499721 54.3186089447482, -1.4592235439039845 54.31997991605632, -1.461153548093634 54.32077007295059, -1.4607770558391904 54.32193936435324, -1.461035408715288 54.322266208618345, -1.4617034078679432 54.32222400106789, -1.4619273112145752 54.32339155873783, -1.4543270208782886 54.32510450997105, -1.4542301721238036 54.32474536236666, -1.451371582540065 54.324644963064756, -1.4492941463930817 54.32324209109541, -1.4462117396411474 54.32602919546243, -1.4455824850741765 54.32593652413833, -1.4438094214511232 54.32644210896691, -1.4434576082875568 54.327475284648806, -1.4423945904873103 54.32745857903904, -1.441762025377769 54.32717668999599, -1.4420568774578586 54.3268870534546, -1.4408201684599657 54.32643052860209))",53,89,45,20,10,26,18,11,18,160516,0
E00051867,Walsall 023A,52.58971,-2.02091,"POLYGON ((-2.0185410788979516 52.59023269077541, -2.018332675098865 52.58979593676652, -2.0195849543895372 52.58864478856453, -2.0198391571024232 52.588800952311765, -2.0204439915959216 52.588063694137254, -2.0217316547356647 52.58742517768967, -2.0223419233436672 52.58828299469646, -2.023258826133066 52.588703655281556, -2.0232730024364254 52.589293841258225, -2.022910551639283 52.58940244647628, -2.0233729441644157 52.59000158755149, -2.022165076142887 52.59009800420397, -2.021882003408119 52.58971423838871, -2.021103854582558 52.59028788497086, -2.0220986030932324 52.59095930598379, -2.0207557081947223 52.59172247474991, -2.0203506759778174 52.59252821959692, -2.0194270179808433 52.59248306823317, -2.0193563001233197 52.59143184846336, -2.0182902812540684 52.59147203110198, -2.0189576236590328 52.590814443049744, -2.0184513148333596 52.590660362744615, -2.0188066142353778 52.59040130575512, -2.0185410788979516 52.59023269077541))",13,35,23,20,23,80,74,41,23,48870,0
W00009940,Neath Port Talbot 017E,51.58507,-3.80236,"POLYGON ((-3.7985381338153394 51.58784745925996, -3.799337672649605 51.58559672705485, -3.800625271912019 51.5843742475853, -3.8042509993974534 51.58367694269657, -3.8057265081410736 51.583721685299416, -3.805399124581715 51.58391061706545, -3.8061032924700426 51.58465093885526, -3.8062069584073037 51.58470224676689, -3.805952513314045 51.58503463249015, -3.805989294255164 51.58596195960134, -3.8053268135020413 51.58633868312599, -3.8043583451998995 51.5855371930715, -3.802642435057907 51.58604798684423, -3.8016788565110136 51.58646857588537, -3.799885813857626 51.588665317471566, -3.7985381338153394 51.58784745925996))",19,46,27,12,11,19,12,12,13,188176,0
